nombre,apellido,becado,tipo_ingreso,tipo_universidad,ingreso_cantidad
Antonio Andrés,Pérez,0,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Pública,0.0
INVALID,,0,Apoyo familiar,Pública,290.7
Carmen Claudia Giraldo,García,,Trabajo,Pública,$$$
Lilia Yolanda Guzmán,Jaramillo,1,Apoyo familiar,Privada,629.06
Sr(a). Alma,Villa,1,Apoyo familiar,Privada,508.87
Franco Aguirre,Castro,0,Apoyo familiar,Pública,447.09
Balduino Córdoba,Sancho,0,Trabajo,Pública,266.19
María Elena Araceli Vargas,Rentería,0,Apoyo familiar,Pública,VAL2478
Horacio Saldaña,Pinto,0,Apoyo familiar,Pública,303.83
Chucho Velázquez,Villalonga,0,Apoyo familiar,Pública,505.44
Carmela,Duran-Vega,0,Crédito educativo,Privada,219.0
###,,0,Otro,Pública,390.69
,,,[DAMAGED],,
[DAMAGED],Urías,<NULL>,Trabajo,Privada,251.88
Marta de,Roldán,1,Beca,Privada,412.19
Amelia Tomás Rosales,Nieto,,Apoyo familiar,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,406.79
Maricruz del,Martorell,0,Trabajo,INVALID,191.17
Leonardo,Reynoso,0,###CORRUPT###,Pública,{BAD}
Bautista Alma Juarez,Diaz,###CORRUPT###,Apoyo familiar,Pública,C0RRUPT3D
Dary Laura Figueroa,Rodríguez,1,Apoyo familiar,Privada,397.56
Camila Luisana Silva,Rojas,0,Trabajo,Pública,228.53
Alfonsina Chavez,Torres,0,Otro,@@@,353.17
,,,,,
<NULL>,Anda,0,Otro,Pública,442.44
Francisco Eduardo,Rodríguez,0,Apoyo familiar,Pública,-9999.0
C0RRUPT3D,Fernandez,@@@,Apoyo familiar,Pública,C0RRUPT3D
Azucena Macías,###CORRUPT###,,Trabajo,###CORRUPT###,0.0
Liliana Rivera,Fernández,0,Apoyo familiar,Pública,0.0
Rogelio del,Nebot,<NULL>,Apoyo familiar,Privada,419.61
INVALID,Torres,0,Apoyo familiar,Pública,566.81
Camila Sara Arango,Gallego,0,Apoyo familiar,Pública,326.76
Andrey Jhon,Guevara,0,Apoyo familiar,<NULL>,344.95
Mtro. Anel,Franco,0,Apoyo familiar,Pública,393.95
Santiago,Figueroa,0,Trabajo,Pública,
C0RRUPT3D,Perales,0,Trabajo,Pública,245.08
Claudia Adriana Vergara,Paz,0,Apoyo familiar,Pública,
Gil del,Cruz,0,C0RRUPT3D,Pública,344.31
Victoria,Ferreyra,0,Crédito educativo,Pública,316.0
Valentino Mateo,Fernandez,1,[DAMAGED],XX,321.49
Andrea Alba,Contreras,0,Trabajo,Pública,<NULL>
Santiago,Hernández,1,[DAMAGED],Privada,<NULL>
Santino Rodriguez,Rojas,1,Apoyo familiar,Privada,363.62
Jaime,Figueroa,0,Apoyo familiar,Pública,399.81
Cristina Torres,Vicens,0,Apoyo familiar,Pública,
Sergio,Quintero,0,Apoyo familiar,Pública,0.0
Francesca,,0,Apoyo familiar,Pública,386.27
Enrique,Padrón,,###CORRUPT###,Privada,161.49
Luz María Forero,Vega,0,Apoyo familiar,Pública,399.43
Jaime,Gómez,1,Beca,Privada,558.35
<NULL>,Guzman,0,Apoyo familiar,Pública,345.05
Paulina,Márquez-Cañellas,1,Trabajo,Privada,159.76
Dr. Horacio,Rodarte,1,Beca,Privada,{BAD}
@@@,Colom,0,Apoyo familiar,$$$,364.18
Rocío,Albero,,Otro,Pública,246.44
Luz,Suárez,0,###CORRUPT###,Pública,279.91
Roberto Felipe,García,0,Apoyo familiar,Pública,373.69
Matilda Mateo Ezequiel,,0,Trabajo,Pública,186.22
Natividad Arcelia,Polanco,1,Beca,Privada,351.79
Jimena Cózar,Llorente,0,Otro,Pública,366.59
Claudia Margarita Gutiérrez,Pulido,0,Apoyo familiar,Pública,445.2
Omar Leonardo,Girón,0,,Pública,259.01
Patricia Rivera,Rivera,0,Apoyo familiar,<NULL>,433.13
,,,@@@,INVALID,{BAD}
Alcides Kike Oliveras,Amo,0,###CORRUPT###,Pública,###CORRUPT###
Manu Mireia Peiró,Jove,0,Trabajo,Pública,208.02
Dr(a). Thiago Nahuel,Fernandez,C0RRUPT3D,Crédito educativo,Pública,286.69
Juan Cruz Felipe,Martin,0,C0RRUPT3D,Privada,294.16
,{BAD},,,,
Reina Mares,INVALID,BAD,Apoyo familiar,Privada,$$$
@@@,Montoya,0,Apoyo familiar,Pública,380.86
Claudia Arcelia Guevara,Bermúdez,1,Beca,Privada,483.04
Maximo,Rivero,X,Otro,Pública,249.29
@@@,Angulo,0,Apoyo familiar,Pública,549.53
Mayra Miranda,Arteaga,1,Apoyo familiar,Privada,474.34
Juan Bautista,Gutierrez,0,Apoyo familiar,Pública,408.15
,,,,,
William Quintero,Ruiz,0,Otro,Privada,{BAD}
{BAD},Cardona,0,Apoyo familiar,Privada,470.1
Luna Silva,Herrera,0,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Pública,322.26
,[DAMAGED],,,,
José Luis Ariadna Vigil,Orosco,X,Apoyo familiar,Pública,354.44
Lic. Gustavo,Varela,0,Otro,Pública,485.45
INVALID,Almaraz,VAL6575,Apoyo familiar,Pública,387.93
José Torres,Espinosa,0,Crédito educativo,Privada,260.9
Dr. Abraham,Rodríquez,0,Apoyo familiar,Pública,400.56
Nancy Jáquez,Otero,0,Apoyo familiar,Pública,371.78
Amalia Casal,Sanjuan,0,Apoyo familiar,Pública,457.66
Wilson Vélez,###CORRUPT###,0,Apoyo familiar,Pública,336.05
,González,0,Apoyo familiar,Pública,<NULL>
Josep Manzanares,Verdú,0,Trabajo,Pública,242.41
Evita Julián,Mir,0,Otro,Pública,381.2
Dulce María Sandoval,Preciado,1,Beca,Privada,382.97
Ciro Juan,Mora,0,Otro,Pública,349.15
Sr(a). Julieta,Cardozo,0,Apoyo familiar,Pública,330.87
Sr(a). Eduardo,,0,Apoyo familiar,Pública,336.22
Nicolás Figueroa,Muro,0,Apoyo familiar,Pública,380.86
Dr(a). Juan Ignacio,Mendez,0,Apoyo familiar,Pública,-9999.0
Teresa Augusto,Sisneros,0,???,Pública,430.92
Ing. Eva,Haro,1,Beca,Privada,440.51
Antonio Cándido Vives,<NULL>,1,304098,Privada,413.6
Cristian Hernán,Perea,0,???,Pública,336.29
Luis Manuel Ocasio,Benítez,0,C0RRUPT3D,Pública,229.55
Yadira Yamile López,Díaz,0,Apoyo familiar,Pública,333.35
Jaime,Delgado,0,Apoyo familiar,Pública,412.41
Elena Camargo,Serna,0,∞∞∞,Pública,437.66
@@@,áéíóú ñ,∞∞∞,Trabajo,Pública,242.41
Clementina Mayol,Sastre,999999.0,Trabajo,Pública,225.73
Primitivo,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0,Trabajo,<NULL>,316.51
,,,,,
Violeta Josefina Vera,$$$,INVALID,Apoyo familiar,Pública,383.15
Yadira Gladis,Giraldo,0,Apoyo familiar,Pública,253.34
Rufino del,Llanos,1,Beca,Privada,499.78
,,,,,
Fredy Hernández,Galindo,0,{BAD},Pública,331.81
Victoria de,Mesa,[DAMAGED],INVALID,Pública,263.13
Dr. José María,Escobedo,0,Apoyo familiar,Privada,597.23
,,{BAD},,,
Sr(a). Milagros,[DAMAGED],0,Apoyo familiar,Pública,424.26
Candelaria Ruiz,Aguirre,0,Otro,Pública,350.18
XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Dominguez,0,Apoyo familiar,Pública,423.91
Adoración Falcón,Aguilar,0,Apoyo familiar,Pública,328.25
Olivia Sanchez,Torres,0,$$$,Pública,270.05
Abril Galan,Pardo,,Apoyo familiar,Pública,331.56
Alfonso Ricardo,Amaya,0,Apoyo familiar,Privada,599.11
Heriberto Ponce,Ramón,0,Apoyo familiar,Pública,294.88
Nicanor Núñez,Riba,1,Apoyo familiar,Privada,589.96
INVALID,Gallego,,Trabajo,Pública,374.92
Enith,Fonseca,$$$,Trabajo,Pública,[DAMAGED]
Luisa Palacio,Diego,0,Apoyo familiar,Pública,340.0
Esperanza Milena,,0,Otro,Pública,315.17
Francisco Alvarez,Dominguez,0,Apoyo familiar,Pública,388.74
Sandra Sandra Manrique,Bravo,0,Apoyo familiar,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,437.45
Aida Pilar Caballero,Salazar,ERR,Apoyo familiar,Pública,349.01
Paula Yolanda Restrepo,Bermúdez,1,Beca,Privada,514.57
Gregorio Murillo,Marroquín,0,Otro,Pública,356.29
Sonia,Cordero,,Beca,Privada,410.58
Ruth Laura Cruz,Mendoza,0,Apoyo familiar,Pública,305.88
Antonio Escobedo,Escobar,0,Apoyo familiar,Pública,0.0
Chucho Colom,Toledo,0,Apoyo familiar,Pública,569.55
Andrea,$$$,0,Apoyo familiar,Pública,216.79
Duván Páez,Márquez,0,Apoyo familiar,Pública,304.9
,INVALID,VAL1584,Apoyo familiar,Pública,355.94
,,,[DAMAGED],,<NULL>
Cándida Clemente,Sierra,,Trabajo,Pública,280.75
Enzo Aguero,Ramos,0,Apoyo familiar,XX,333.77
Roberto José,Polo,0,Crédito educativo,Privada,INVALID
Alejandro Santiago,Tamayo,0,Apoyo familiar,Pública,392.72
Violeta Juan Farias,Rios,0,Apoyo familiar,Pública,262.71
Augusto Pablo,Gómez,0,Crédito educativo,Pública,267.75
@@@,[DAMAGED],0,Apoyo familiar,,∞∞∞
Socorro Liliana,Nájera,0,Otro,Pública,259.31
Úrsula de,España,0,Apoyo familiar,Pública,353.89
###CORRUPT###,Piquer,<NULL>,Crédito educativo,Pública,267.2
Juan Manuel Emma,Dominguez,X,Apoyo familiar,Pública,
Marco Carlos,###CORRUPT###,0,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Pública,445.4
Kelly González,∞∞∞,1,Apoyo familiar,Privada,629.18
Isabel Ospina,Peña,0,Crédito educativo,Pública,320.85
Alma Fonseca,Múgica,0,Otro,Pública,0.0
,,,,,###
Eleuterio Girona,Peláez,0,Trabajo,Pública,192.92
Manuel Gaya,Carro,1,Apoyo familiar,Privada,439.86
Carmen Yolanda,Caicedo,1,∞∞∞,Privada,555.82
Jerónimo Campo,Canet,0,Crédito educativo,Pública,208.36
Roberta Serafina España,Laguna,0,Crédito educativo,Pública,288.16
Carmen Alma,Piña,0,Apoyo familiar,Pública,402.23
Harold Camilo,Barrera,0,Trabajo,Pública,299.92
Dr(a). Rafael,Perez,###CORRUPT###,Apoyo familiar,Pública,0.0
Alexandra Luz,Sandoval,0,Otro,Pública,404.07
Andrea María,Moreno,VAL5695,∞∞∞,Pública,400.64
Ricarda Aller,Baquero,0,Apoyo familiar,Pública,357.3
Juliana Martinez,Gonzalez,0,Trabajo,Pública,247.82
Eva Almeida,Daza,0,Trabajo,C0RRUPT3D,126.9
Judith Barriga,{BAD},0,Apoyo familiar,Pública,388.24
Pablo Páez,Marquez,0,Crédito educativo,Pública,283.66
Francisco Ana Paula,Ortiz,0,Trabajo,Pública,303.13
Sr(a). Juan Ignacio,Ruiz,,Apoyo familiar,@@@,168.17
Jhon Gutiérrez,Jaramillo,1,Apoyo familiar,Privada,520.33
222693,Gómez,10000000000.0,Trabajo,Pública,256.94
Tomàs Maria Guadalupe Gimenez,Gomez,0,Apoyo familiar,Pública,313.63
Camilo Carlos,Rodríguez,0,Otro,Pública,
Hernando Fernando,Vargas,∞∞∞,Crédito educativo,Pública,410.6
Tere Verdú,Carballo,1,@@@,Privada,419.49
Alexander,Sánchez,0,Trabajo,Pública,261.71
,,,,,
Benjamin Paula Gomez,[DAMAGED],BAD,Apoyo familiar,Pública,239.12
,,,,,
Petrona Suárez,Piquer,0,Trabajo,Pública,280.52
Martina,###CORRUPT###,[DAMAGED],XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,INVALID,331.6
###,Zorrilla,0,Apoyo familiar,Pública,314.59
,Sánchez,0,Apoyo familiar,C0RRUPT3D,345.4
,,,,,∞∞∞
Santiago José Pinto,Palacios,0,Apoyo familiar,Pública,359.26
María,Pedraza,<NULL>,Apoyo familiar,Pública,391.0
Lilia,Roldán,1,Beca,Privada,532.5
Steven Jaime,Gómez,0,Apoyo familiar,Pública,345.59
Santiago Benjamin Santino Coronel,Garcia,0,Apoyo familiar,Pública,335.01
Mauricio Cuesta,Roca,0,Trabajo,Pública,260.44
Emma Santos,Uriarte,0,Crédito educativo,Pública,307.92
Renzo Acuña,Carrizo,0,Trabajo,Pública,221.22
Ligia,Dominguez-Casal,{BAD},Apoyo familiar,Pública,265.77
Mauricio Javier Vásquez,Vergara,0,Trabajo,<NULL>,283.95
$$$,,X,,,
Dr(a). Malena,Ortiz,0,992948,Pública,0.0
Erika María Córdoba,742037,0,Crédito educativo,Pública,326.92
Carlos,,0,Apoyo familiar,###CORRUPT###,∞∞∞
Andrés Bolívar,Jaimes,0,Otro,Pública,296.45
José María Joaquín Carbajal,Rincón,0,Apoyo familiar,Pública,419.23
Mohamed Pascual,López,0,Otro,Privada,348.14
Dolly Isabel,Gómez,0,Crédito educativo,Pública,360.03
Íñigo Robledo,Ferreras,0,Trabajo,Pública,211.22
<NULL>,,0,Apoyo familiar,Pública,409.31
Iris Porta,Roca,0,Apoyo familiar,Pública,217.14
Sandalio Rius,Alcázar,1,Apoyo familiar,Privada,569.87
José Carlos Batista,Ocasio,[DAMAGED],Apoyo familiar,Pública,###
Melchor Requena,[DAMAGED],0,Apoyo familiar,Pública,294.97
Joaquin,,0,∞∞∞,Pública,329.82
Porfirio Amanda,Almanza,0,Trabajo,Pública,198.06
Mario Griego,Molina,0,Apoyo familiar,Pública,432.53
Isabel,Jiménez,∞∞∞,Apoyo familiar,Pública,372.04
C0RRUPT3D,@@@,0,INVALID,Pública,339.13
Ing. Cristian de la,Torre,0,Apoyo familiar,Pública,286.51
Itzel Zeferino Crespo,Briseño,0,Crédito educativo,Pública,194.52
Amador,Lluch,0,Apoyo familiar,@@@,293.88
<NULL>,Cazares,0,Trabajo,Pública,237.2
Aurora,Mireles,<NULL>,???,Privada,593.97
,,,,,
$$$,∞∞∞,0,Apoyo familiar,Pública,490.68
Agustina Lautaro Ezequiel Fernandez,Gonzalez,0,[DAMAGED],Pública,0.0
Dr(a). Catalina,Carrizo,0,Trabajo,Pública,199.65
Yolanda,317998,@@@,Apoyo familiar,Pública,349.68
Lupita Teresita Girona,Cerro,,Beca,Privada,473.62
Micaela,Bastida,1,áéíóú ñ,Privada,204.53
Fausto Victoria Gonzalez,Martinez,0,Apoyo familiar,Pública,312.35
,,,,,
Ángel,Palomo,0,Apoyo familiar,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0
Jesús Arley Oviedo,630837,0,Crédito educativo,Privada,282.23
Fortunata Pi,Tamarit,0,,Pública,311.16
,,,,,
Pilar Campos,Ruiz,1,Beca,Privada,
Cecilia Karen,Velásquez,C0RRUPT3D,Trabajo,Pública,254.28
Javier,Molina,0,Trabajo,Pública,272.24
Lautaro Nahuel,Mendez,0,Apoyo familiar,Pública,353.81
Sr(a). Juan Ignacio,Sosa,1,???,Privada,
,,,,C0RRUPT3D,
Doris Fernanda Sierra,García,0,Apoyo familiar,Pública,361.81
Thiago Benjamin Diaz,Ortiz,VAL6494,Apoyo familiar,Pública,256.87
Aníbal,Zapata-Jara,0,Apoyo familiar,Pública,439.67
Benicio,Lopez,@@@,Apoyo familiar,Pública,369.25
Pilar Mateo Benjamin,Ayala,1,Beca,Privada,436.89
Luciana Isabella Cordoba,Correa,0,Apoyo familiar,Pública,225.9
Eugenia Gómez,Cuesta,0,Apoyo familiar,Pública,0.0
Guadalupe Valentina,@@@,[DAMAGED],Apoyo familiar,Pública,438.61
Caridad del,Quintero,0,Crédito educativo,Pública,253.04
Gala del,Tejada,∞∞∞,Apoyo familiar,Pública,378.3
Loida,@@@,1,Beca,Privada,622.57
Sr(a). Bruno,Moreno,<NULL>,Trabajo,Pública,219.58
Stiven Diego,Parra,1,Crédito educativo,Privada,318.51
Gonzalo Mariano Téllez,Aguilera,0,Otro,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,249.41
Juan Francisco Alfonso Montaña,Conde,###,Otro,Pública,INVALID
Lilia Yolanda Guzmán,Jaramillo,1,Beca,Privada,325.53
,,,,$$$,
Delfina Gonzalez,Garcia,0,Apoyo familiar,Pública,379.57
Arturo Benito Cazorla,Segovia,0,Apoyo familiar,Pública,406.73
Asunción,###,X,Apoyo familiar,Pública,309.22
975704,Luna,0,Otro,Pública,215.38
Franklin Escobar,Gómez,0,Apoyo familiar,Pública,427.71
Judith Barriga,Quevedo,0,Otro,Pública,431.37
[DAMAGED],{BAD},0,Apoyo familiar,Pública,446.68
Luna Joaquin,Romero,0,ERR!!,Privada,583.47
Guadalupe Delfina,Ramos,C0RRUPT3D,Apoyo familiar,Pública,372.21
Bianca María del Carmen Ocasio,Cepeda,C0RRUPT3D,Crédito educativo,Pública,282.95
Stiven,∞∞∞,0,[DAMAGED],Pública,356.98
Dr(a). Thiago Gabriel,Cruz,0,Apoyo familiar,Pública,INVALID
Andrea Cecilia,Gómez,1,Apoyo familiar,Privada,536.51
Cristian Vélez,###CORRUPT###,0,Apoyo familiar,Pública,457.36
Cristian Renato Antúnez,Palmer,0,Apoyo familiar,INVALID,311.24
Edwin,Rodríguez,@@@,Apoyo familiar,Privada,339.38
Liliana Patricia,INVALID,0,Apoyo familiar,Pública,309.64
{BAD},Ricart,1,Trabajo,áéíóú ñ,270.67
377047,Mendoza,0,Apoyo familiar,Pública,404.67
Reina,Cardona,0,Apoyo familiar,Pública,358.92
Alejandro Almonte,Soto,1,Apoyo familiar,Privada,<NULL>
[DAMAGED],Dominguez,0,Apoyo familiar,Pública,413.5
Lisandro Gomez,Vargas,0,$$$,Pública,201.65
María Belén Atienza,Hierro,0,Crédito educativo,áéíóú ñ,279.12
Adela Amanda Pi,Franch,VAL4501,Apoyo familiar,Privada,287.02
Zacarías Leonardo,Almonte,INVALID,Trabajo,{BAD},241.28
Joaquina,Medina,0,Apoyo familiar,Pública,334.55
,∞∞∞,,,,INVALID
María Jesús Ricarda Cal,Arnaiz,1,@@@,Privada,237.55
Sr(a). Nina,Castro,1,Beca,Privada,448.01
Carlos,Salamanca,0,Apoyo familiar,[DAMAGED],290.57
Nancy Castrillón,{BAD},0,Apoyo familiar,<NULL>,324.99
∞∞∞,C0RRUPT3D,ERR,C0RRUPT3D,Pública,250.58
Bautista Benjamin Silva,Peralta,0,C0RRUPT3D,C0RRUPT3D,331.92
Evangelina,Carbonell,0,Apoyo familiar,Pública,476.88
,,,,,
Catalina Nancy López,Alarcón,0,Apoyo familiar,Pública,443.9
Sr(a). Mia,Navarro,0,Apoyo familiar,Pública,
Sr(a). Gino,Acosta,X,Apoyo familiar,Pública,307.08
,,,,,
,,,,,
XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Muñoz,0,Trabajo,Pública,###
Diego Jesús Niño,Restrepo,X,Apoyo familiar,Pública,407.8
$$$,Pineda,0,Apoyo familiar,Privada,599.19
Esther Julián,Cuadrado,0,Apoyo familiar,Pública,359.3
Lautaro Benjamin,Molina,0,Trabajo,Pública,308.04
Isabella,Herrera,0,Apoyo familiar,Privada,366.43
Curro Alba,Mendoza,0,Apoyo familiar,Pública,275.69
Beatriz Yasmín,Vanegas,0,Apoyo familiar,Pública,512.29
Valentina,Torres,1,Beca,317901,374.76
,,,,,
Sofia Mateo Benjamin,Maidana,0,Otro,Pública,393.2
@@@,Navarro,0,Apoyo familiar,Pública,289.15
Juan Correa,Chacón,1,Apoyo familiar,,412.5
Marcela,Aguirre,0,Apoyo familiar,Pública,524.74
Paola Roura,[DAMAGED],0,Crédito educativo,Privada,373.09
Alfonso Dario Valencia,###,0,936856,Pública,404.39
Lina,Gómez,0,Apoyo familiar,Pública,289.78
Cleto Gonzalo,Guardiola,0,Otro,Pública,270.71
Cornelio,Linares,1,Beca,∞∞∞,499.29
Javier,,0,Apoyo familiar,Pública,380.09
Lic. Cristina,INVALID,0,Otro,Privada,[DAMAGED]
Onofre del,Benavente,0,Apoyo familiar,Pública,401.34
Adrián Palma,Gárate,1,Beca,Privada,398.99
Luis Hoyos,Tur,<NULL>,Trabajo,Pública,161.94
,,,,INVALID,
Gabino Mariano,∞∞∞,0,Otro,Privada,407.37
Cecilia,Collazo,0,Apoyo familiar,Pública,302.57
<NULL>,Collazo,0,Crédito educativo,Privada,251.78
Timoteo Ferrer,Lerma,0,Trabajo,Pública,225.72
Jordana Aliaga,Garzón,0,Trabajo,Pública,263.88
Rubén Salma,Casárez,∞∞∞,Crédito educativo,Pública,237.78
,Villalpando,0,Apoyo familiar,Pública,396.9
Pilar Albero,Montalbán,1,Trabajo,Privada,178.8
Jacinto de,∞∞∞,0,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Privada,529.0
Antonia Francisco Diaz,Morales,0,Trabajo,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,288.54
,,,,áéíóú ñ,
José Enrique Parra,Pineda,0,Trabajo,Pública,200.32
,Griego,0,Apoyo familiar,###CORRUPT###,398.01
Minerva Minerva,Lara,0,Apoyo familiar,Pública,328.3
INVALID,Sánchez,0,Apoyo familiar,###CORRUPT###,499.79
###CORRUPT###,Cadenas,$$$,Otro,Privada,229.92
XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,
Manu Mireia Peiró,Jove,0,Trabajo,Pública,208.02
Mora Isabella Gutierrez,Fernandez,C0RRUPT3D,Apoyo familiar,Pública,384.63
Wilfrido Yolanda,Bernal,1,Crédito educativo,Privada,232.39
@@@,Escobar,0,Apoyo familiar,Pública,419.39
Sr(a). Agustín,Córdova,0,Crédito educativo,Pública,304.1
Purificación,Donoso,0,???,Pública,300.95
Florencia Juan Martin Sosa,[DAMAGED],0,Apoyo familiar,Pública,298.25
Ricardo,,0,Apoyo familiar,<NULL>,462.23
Julia del,Cepeda,0,Apoyo familiar,Pública,393.57
Esther López,Moreno,0,<NULL>,INVALID,352.17
Antonella Simon Muñoz,Perez,INVALID,Trabajo,Pública,214.65
Dr(a). Lucas Benjamin,Diaz,0,Apoyo familiar,Pública,374.08
Luciano Benjamin Paulina Gonzalez,Morales,0,Otro,Pública,428.31
INVALID,Guerrero,0,Apoyo familiar,Pública,323.29
Joaquina del,Almeida,0,Trabajo,Pública,182.59
Rosa Montoya,Pérez,0,Apoyo familiar,Pública,287.38
Sr(a). Joaquin,Acosta,INVALID,Apoyo familiar,Pública,451.8
Jazmín Alma Valentina,Gonzalez,{BAD},Apoyo familiar,Privada,390.08
Nico Anastasio Iglesia,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0,Apoyo familiar,Pública,309.29
Lic. Esmeralda,<NULL>,0,Apoyo familiar,Pública,363.28
<NULL>,Mendoza,0,Crédito educativo,Pública,160.78
Martina,Alvarez,0,Apoyo familiar,Pública,284.45
Ariel Juan,Rojas,10000000000.0,Apoyo familiar,Privada,594.41
Lic. Beatriz,Ceja,0,Crédito educativo,Pública,362.3
,Nadal,0,Apoyo familiar,Pública,327.5
áéíóú ñ,Arellano,0,Otro,Pública,423.17
Santino Farias,[DAMAGED],{BAD},INVALID,Privada,253.61
María,Torres,X,Beca,Privada,310.54
Jerónimo Campo,<NULL>,[DAMAGED],Trabajo,Pública,279.78
Silvio Pazos,Oller,0,Trabajo,XX,322.99
Victoria Benjamin Benitez,Perez,0,Otro,Pública,464.29
Vanesa,Milla-Silva,0,Apoyo familiar,Privada,823.27
Lucila,Leon,0,Apoyo familiar,Pública,359.74
Mateo,Arias,INVALID,Trabajo,Pública,256.69
Narciso,Carpio,X,C0RRUPT3D,Privada,533.71
Sr(a). Martina,,0,Apoyo familiar,Pública,264.8
Enrique,Padrón,1,Apoyo familiar,Privada,331.63
Jose Ramón Bartolomé,Bayo,$$$,Apoyo familiar,Pública,325.02
Frida Marisol Prieto,Miranda,0,Crédito educativo,∞∞∞,406.57
[DAMAGED],Pol,0,Otro,Pública,342.53
Thiago Benjamin Francisco Torres,Diaz,1,Crédito educativo,Privada,242.72
Linda Sepúlveda,Cardenas,###,Apoyo familiar,INVALID,412.94
María Tatiana Sarmiento,Pineda,0,Apoyo familiar,Pública,###
Susanita,Casanovas,0,Crédito educativo,Pública,355.57
,,,,,VAL4542
###CORRUPT###,Vega,1,Beca,Privada,544.92
Lorenzo Malena,Muñoz,0,INVALID,Pública,
Benjamin,Martinez,0,Otro,Privada,244.86
Ruy Almazán,Cases,1,Beca,Privada,440.35
C0RRUPT3D,Aparicio,1,Trabajo,Privada,322.67
Mia Jazmin Juan Ignacio Hernandez,Martinez,0,Apoyo familiar,Pública,441.02
@@@,Jiménez,0,Apoyo familiar,Pública,327.66
Ariadna,Perea,0,Crédito educativo,Pública,387.28
Margarita Méndez,Durán,0,Otro,Pública,228.52
,,,,∞∞∞,0.0
Renzo,,1,Apoyo familiar,Privada,0.0
Ramiro Rosario,Polanco,0,Apoyo familiar,INVALID,369.57
Catalina Lucia Ojeda,Bravo,0,Apoyo familiar,Pública,430.17
Santiago Acosta,Paez,0,Apoyo familiar,Pública,394.34
Luisa,Maya,0,Crédito educativo,Pública,225.49
Fernanda Hoz,Pizarro,0,Trabajo,Pública,333.61
Juan Ignacio,∞∞∞,###CORRUPT###,Apoyo familiar,INVALID,VAL6315
Benjamin Federico Diaz,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0,Trabajo,Pública,299.12
Antonio Andrés,Pérez,0,Apoyo familiar,Pública,0.0
Marisol,Quintana,0,Crédito educativo,Pública,323.42
Dr. Pedro,,0,Apoyo familiar,Pública,392.85
,,@@@,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,
Milagros Perez,Rodriguez,,Beca,<NULL>,547.12
Soledad Nadia Mascaró,Trujillo,0,Apoyo familiar,C0RRUPT3D,290.86
Jesús Julio Jaramillo,Castillo,0,Apoyo familiar,∞∞∞,405.78
Dr. Débora,Sierra,0,∞∞∞,Pública,337.39
Marisol Delgadillo de la,Fuente,1,Crédito educativo,Privada,216.63
Adriana Abigail Beltrán,Echeverría,0,,460162,376.65
Benicio,Barrios,0,Trabajo,Pública,131.57
