nombre,apellido,ciudad,becado,tipo_universidad,categoria_gasto,gasto_categoria
Adriana Bruno Espinal,∞∞∞,Babahoyo,-500.0,Pública,Otros,@@@
<NULL>,, La Libertad,1,Privada,Educación,59.44
Dr(a). Juliana,Gomez, Pedro Carbo,0,Pública,Transporte,62.0
Claudio José María,Vanegas, Valdez,0,Pública,Transporte,24.42
INVALID,Ojeda,Zamora,0,Pública,∞∞∞,88.22
Mateo Renata,Rios,Manta,,Pública,Otros,10.47
Jacinto,Cepeda-Real, El Guabo,XXX,Pública,Ocio y personales,11.93
Efrain Castillo,130537,Quinsaloma,0,Pública,Ocio y personales,18.41
Thiago Benjamin Benjamin Bustos,###CORRUPT###, Tosagua,<NULL>,Pública,Ocio y personales,51.79
Paulino Romero,Molina,<UNK>,0,DAMAGED,Educación,DAMAGED
Nazaret Bruno Jordá,Pino, Santa Lucía,0,DAMAGED,$$$,31.02
Gervasio,Marí, La Libertad,DAMAGED,$$$,Alimentación,103.73
Delfina Ferreyra,Pereyra, Chambo,0,Pública,Transporte,46.92
Alfonso Jhon Bohórquez,Pacheco, Jama,0,Pública,Ocio y personales,DAMAGED
Virginia Amaya,Sánchez, Narcisa de Jesús,0,Pública,Otros,68.19
$$$,Vargas,{ERR},0,,Transporte,34.04
Rocío,Blanco,DAMAGED,0,INVALID,Ocio y personales,37.83
Cayetana Nebot,<NULL>, Bahía de Caráquez,0,Pública,Vivienda,69.23
,,,,,,
Nando Rosell,Abella, Milagro,1,Privada,Transporte,66.11
Dr(a). Paulina,Rojas, Sucre,0,Pública,Educación,88.62
Natalio Goñi,Mancebo,Catarama,0,Pública,Transporte,29.78
María,Garcés,Atuntaqui,1,###CORRUPT###,Otros,136.72
Lautaro Juan Pablo Pereyra,Coronel,<UNK>,0,Privada,Otros,21.26
INVALID,González,<UNK>,0,Pública,Transporte,0.0
Yuliana Muñoz,Serrano, El Guabo,0,<NULL>,Otros,55.21
Vanessa Cecilia Rojas,Bustos,Guaranda,0,Pública,Ocio y personales,43.98
Juan Ignacio,Moreno, Mocache,DAMAGED,Privada,Transporte,119.7
Demetrio,Vazquez, Balzar,0,Pública,Alimentación,BROKEN
XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,BROKEN,
Javi Cánovas,Cárdenas,###CORRUPT###,0,Pública,Educación,51.36
,,,,,,
Armando José Molano,Sanabria,Manta,0,Pública,Transporte,37.5
Geronimo Leiva,BROKEN, Jama,0,Pública,Ninguno,26.37
Aurelio,Saldivar, Rocafuerte,0,Pública,Ocio y personales,53.92
,Alarcón,,DAMAGED,Pública,Ocio y personales,52.32
Santino Franco,Miranda,Baba,0,{ERR},Educación,30.02
Gabino Mariano,Coronado, Palenque,0,Privada,Alimentación,282.06
Augusto Camilo Moreno,Henao,###CORRUPT###,0,Pública,Alimentación,INVALID
,,,,,###CORRUPT###,
Estela Homero,Menéndez,∞∞∞,0,Pública,Vivienda,84.2
Darío Arellano,Pons, El Guabo,0,Pública,Otros,17.11
Purificación,Miguel-Gallego,Quinsaloma,VAL1379,Pública,Educación,25.0
Pablo,Perez-Narváez, Rocafuerte,0,Pública,Ocio y personales,54.34
Manuel Alexander Camargo,Caicedo, Durán,0,∞∞∞,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,51.46
,###CORRUPT###,,,,,
Marino Ramirez,Zamorano, San Miguel,@@@,Pública,Educación,24.36
Dr(a). Juan Bautista,Alvarez,<NULL>,0,Pública,Alimentación,86.26
Andrés Miguel,Castañeda, Balsas,1,Privada,Ocio y personales,BAD
Dalila Casal,Colom,San Vicente,0,[BAD],Ocio y personales,25.66
José Luis,Ornelas, El Coca,0,###,Otros,19.78
Laura,Rivera,Cayambe,[BAD],Pública,BROKEN,85.15
,,,,,,{ERR}
Benito Gloria,Barrios,Salitre,0,±§¶,Ocio y personales,53.4
,,,,,,
Martha Carmen Ramírez,Aguilar,@@@,0,Pública,Educación,10.86
Felix,Duarte,Saquisilí,VAL1376,Privada,Ocio y personales,49.94
Rafael Arias,Gutierrez,Salitre,0,Pública,Vivienda,90.92
,,,,,,
Luisina,Juarez,El Ángel,0,Pública,Educación,77.28
,,,,,,
,Hierro, El Guabo,0,Pública,Otros,31.8
Thiago Nahuel Garcia,@@@, Santa Lucía,0,Pública,Vivienda,60.25
Alta Gracia Dolores,Pedraza, Guano,1,Privada,Ocio y personales,41.59
,,,,∞∞∞,,
BROKEN,Morante, Calceta,0,Pública,Transporte,38.79
@@@,Taboada, Paján,###CORRUPT###,Pública,Transporte,106.1
{ERR},Ferreyra,Quinsaloma,0,Pública,Transporte,44.6
[BAD],Sánchez, Alausí,0,Pública,Otros,26.8
Francisco Joaquina,Cabrera,Macas,0,∞∞∞,Vivienda,
Óscar Salvador,, Pedro Carbo,0,Pública,@@@,11.41
419712,Juarez,El Ángel,0,Pública,Alimentación,DAMAGED
Pablo,Perez-Narváez, Rocafuerte,0,Pública,Alimentación,138.02
Epifanio Mata,, Narcisa de Jesús,1,Privada,Otros,BAD
Valentino,Escobar,168918,0,Pública,Vivienda,93.02
,,,,,,
Katerine Margarita Díaz,Díaz, Durán,0,Pública,Otros,29.95
Gustavo Julián Hurtado,Castellanos, Cañar,0,Pública,Alimentación,104.43
Olga Montemayor,Sanches, Santa Rosa,[BAD],Privada,Alimentación,160.88
Mercedes,Campos, Sucre,0,Pública,Transporte,51.9
María Rosa Medina,Rivera, El Carmen,0,Pública,Ocio y personales,51.85
María Luisa Ariadna Gurule,Manzanares,Zaruma,0,Pública,Educación,23.45
Miguel Noriega,Llorente,Loja,0,Pública,Alimentación,107.33
Dr(a). Mateo Benjamin,Blanco, Atacames,∞∞∞,Pública,Vivienda,78.12
Dulce María Hernandes,Lozano, Samborondón,0,Pública,Educación,27.86
Elias Bianca,Escalante,###CORRUPT###,0,Pública,Vivienda,95.93
Gustavo Montoya,∞∞∞, Portoviejo,0,Pública,Ocio y personales,17.73
Judith,@@@, Cumandá,0,Pública,Ocio y personales,33.62
,,,,DAMAGED,,
###CORRUPT###,Márquez, Lomas de Sargentillo,0,Pública,###,<NULL>
Yenny Arango,Vargas, Tulcán,1,Privada,Vivienda,301.82
Tadeo Fabregat,Pinto, Pedro Carbo,0,Pública,Ninguno,136.98
John,Gómez,Puebloviejo,0,Pública,Otros,9.31
BROKEN,Campos, Biblián,0,Pública,Ocio y personales,45.48
Abigail,Solorzano,Puyo,0,Pública,Educación,<NULL>
Carla,Sisneros,Catarama,0,Pública,Alimentación,46.71
Olivia Piña,Romo, Sucre,0,Pública,∞∞∞,51.93
{ERR},Rodríguez, Jujan,0,Pública,Transporte,32.44
Sandra,Cavazos, Echeandía,NO,Pública,Vivienda,109.52
Sr(a). Jazmin,Cabrera, Palestina,0,Pública,Transporte,53.32
771046,<NULL>,Saraguro,DAMAGED,Pública,Ocio y personales,25.79
Ian Ezequiel Gonzalez,Vazquez,611334,VAL2663,891874,Transporte,45.04
Silvio Pazos,Oller,San Lorenzo,0,Pública,Ocio y personales,45.05
Dolores del,∞∞∞,Sangolquí,0,Pública,Educación,20.29
207548,Vazquez, Paute,0,Pública,Transporte,35.66
Francisca Laura Casares,<NULL>, San Miguel,0,[BAD],Educación,47.82
Sr(a). Juana,Muñoz, Pedernales,0,Pública,Ocio y personales,31.72
Gonzalo,Oliva, La Joya de los Sachas,0,Pública,Vivienda,83.46
Dr. Angélica,Arce,INVALID,0,Pública,Educación,38.82
Nicolas Miranda,Pereyra,Tena,0,[BAD],Alimentación,###CORRUPT###
,,,,,,
Lorenzo,Rodriguez, Atacames,0,Pública,Alimentación,89.0
,Lopez,Babahoyo,0,Pública,Educación,
Lorenzo Rozas,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX, Palestina,0,Pública,Alimentación,46.17
Caridad Serrato,Mireles,∞∞∞,1,$$$,Transporte,108.59
INVALID,Diaz,Pasaje,0,Pública,Alimentación,137.55
Sr(a). Mora,Cardozo, El Tambo,0,,Ocio y personales,45.95
Amelia Lamas,Pazos, Huaca,0,Pública,Ocio y personales,29.27
∞∞∞,Magaña, Nueva Loja,0,∞∞∞,Otros,###CORRUPT###
BROKEN,,INVALID,0,INVALID,Otros,118.99
Flavio Bueno,Ledesma, Esmeraldas,0,Privada,@@@,59.04
Alejandro,Morales,,1,Privada,Transporte,$$$
Lola Julia,Juarez,Atuntaqui,1,Privada,Transporte,84.87
Lic. Isaac,Cervantes, Jama,0,Pública,Otros,12.9
Juliana Acosta,Dominguez,479663,0,∞∞∞,Transporte,62.5
Fernando Simó,Tormo, Shushufindi,0,Pública,Vivienda,109.84
Micaela Gloria,Uribe,DAMAGED,$$$,Privada,Transporte,94.2
,,,BROKEN,,@@@,
Germán Alfonso,Aparicio,Zaruma,1,Privada,Vivienda,XXX
DAMAGED,Cárdenas,813330,0,Pública,Ocio y personales,40.7
Gael Francesca Gonzalez,Blanco, Chone,0,Pública,Educación,32.62
Manuel Hernando Pérez,Chávez, Pimampiro,0,Pública,Transporte,18.72
,,,,,,[BAD]
BROKEN,Escalante,Simón Bolívar,0,,Otros,15.56
,,,∞∞∞,,,
Darío Luis Miguel,Angulo,San Vicente,0,Pública,Alimentación,135.0
Noé Sainz,Cerdá,Sucúa,0,Pública,Vivienda,182.16
<script>,Cantero,Zamora,0,Pública,Educación,XXX
Tomas Lautaro Cruz,Rodriguez, El Coca,0,[BAD],Ocio y personales,83.33
Lic. Eva,Segura, Pedernales,0,Pública,Otros,48.14
Mayra Piedad,,Guaranda,0,<NULL>,Alimentación,121.17
Thiago Lionel Tobias Diaz,Acosta, Pelileo,0,Pública,Ocio y personales,29.45
Jeronimo Vega,Perez, Sucre,0,Pública,,34.29
,,,,,,
Daniel Franco,Jiménez,Caluma,1,Privada,Otros,65.93
Jaqueline Cabán,Figueroa, Vinces,0,Pública,Alimentación,70.05
,,,,,,
Benicio Moreno,Pereyra,Guaranda,$$$,,Vivienda,88.15
Franco Micaela Gomez,Peralta, Valencia,0,Pública,Transporte,86.69
Araceli Nelly,Cabrera, Puerto López,0,Pública,Educación,45.18
Pedro Blanco,Pabón,$$$,1,Privada,Educación,108.71
Juan,Zabala-Pozuelo, Catamayo,0,@@@,Educación,39.73
DAMAGED,Ricart,Guaranda,1,Privada,Otros,40.15
Espartaco Sandra,INVALID, Milagro,,Pública,Transporte,29.11
Rosa Alejandra,Rojas,<UNK>,0,Pública,Vivienda,64.78
Ema Lorenzo Villalba,Acosta,Salinas,BROKEN,Pública,Educación,@@@
Carmelo del,Adadia, Huaquillas,0,Pública,Vivienda,BROKEN
Clara Diana Acevedo,Ortiz,Ventanas,0,Pública,Vivienda,101.06
Arturo Santiago,Aragón, Sucre,###CORRUPT###,Pública,Vivienda,281.32
$$$,Muñoz, Paute,0,Pública,Educación,40.59
Astrid Caicedo,Osorio, El Carmen,0,Privada,Vivienda,91.22
Dr(a). Salvador,Sanchez, Jujan,0,Pública,Educación,11.95
Hector Gil,Galván, Valdez,BROKEN,Pública,Transporte,7.72
Ever Antonio Ruiz,Salazar,BROKEN,$$$,Pública,Vivienda,@@@
Martina,∞∞∞,Jaramijó,1,Privada,Ocio y personales,98.17
Javi Cánovas,Cárdenas, Nueva Loja,0,@@@,Ninguno,-500.0
Evelio Razo,Laureano, Portovelo,0,Pública,Transporte,27.94
Clementina Mayol,Sastre,Otavalo,0,Pública,Vivienda,42.09
Espartaco Sandra,Corral, Milagro,0,Pública,Otros,20.42
∞∞∞,{ERR}, Montalvo,1,Privada,Alimentación,257.58
Sr(a). Julieta,Cardozo,Machachi,0,Pública,Educación,31.8
Ana Gutiérrez,García,Macas,0,∞∞∞,Ocio y personales,28.3
Estella,Martínez, Pelileo,0,Pública,Otros,19.89
Sofia Molina,Blanco,Piñas,0,Pública,Educación,29.82
INVALID,Chaparro, Mocache,0,Pública,Transporte,54.98
Purificación Torrent,Rosselló, Urcuquí,0,Pública,Otros,62.66
Jeremias Martina Flores,Diaz,BROKEN,0,Pública,Ocio y personales,13.68
Rubén José Núñez,Buitrago, El Carmen,0,@@@,Transporte,45.19
Fernando,INVALID,Otavalo,0,Pública,Otros,14.51
Luis Nelson,Castro, Camilo Ponce Enríquez,0,Pública,Vivienda,64.28
Concha Castañeda,Dominguez,Saquisilí,1,∞∞∞,Educación,41.76
Pablo Barral,Cuervo, Palestina,<NULL>,Pública,Transporte,INVALID
Fabián,Bolaños, La Libertad,1,747511,Ocio y personales,88.53
Agustin Gomez,Nuñez, Huaca,1,Privada,Transporte,@@@
Dulce Elias Pantoja,Cotto, Shushufindi,@@@,Pública,Educación,27.89
Dr(a). Felipe,Escobar,Saquisilí,1,Privada,Alimentación,{ERR}
Vanesa,Chico-Rincón, Archidona,0,[BAD],Alimentación,110.9
,,$$$,,,,∞∞∞
BROKEN,Martínez, Lomas de Sargentillo,∞∞∞,Pública,Transporte,70.24
Elena Jimena,Fernández,@@@,0,Pública,Vivienda,228.33
∞∞∞,Morales, Bahía de Caráquez,,Pública,Transporte,42.92
Hilda Benito Bustamante,Palomino, Atacames,0,,Alimentación,48.66
Dr. Hilda,Aguirre,Sucúa,,###CORRUPT###,Educación,10.92
María Viviana Suárez,Becerra, Biblián,0,Pública,,69.35
Luna Silva,Herrera,Yaguachi,0,Pública,$$$,∞∞∞
Diego Daza,Orozco, Gualaceo,0,Pública,,59.25
Kelly González,Vargas,[BAD],1,Privada,Transporte,125.36
Teodoro Carrero,Carrillo,Macas,0,Pública,Otros,VAL8398
Mia,Perez, Huaquillas,0,Pública,Otros,30.44
León Sosa,Cordoba, Santa Lucía,0,<NULL>,Transporte,DAMAGED
María Cristina,Acosta, Santa Rosa,0,@@@,Transporte,$$$
Bianca Martinez,, Urcuquí,,Pública,Vivienda,52.12
Esteban Elias,$$$,Cayambe,0,Pública,Ocio y personales,29.23
Elias Bianca,Escalante,Simón Bolívar,NO,$$$,Ocio y personales,46.31
Jesús Beltrán,León, San Gabriel,0,Pública,Educación,###CORRUPT###
Carlos David Orozco,Delgado, Píllaro,0,Pública,Alimentación,32.17
Beatriz Rivera,Muñoz, Palora,1,Privada,Vivienda,238.48
Angelina Gonzalez,Castillo, Esmeraldas,0,Pública,Otros,0.0
Manuel,Espinosa, Daule,0,Pública,[BAD],17.24
Anselma Codina,Correa,BROKEN,0,Pública,Transporte,{ERR}
Andrés Bolívar,DAMAGED,Cayambe,0,Pública,Otros,34.58
Azucena Ortega,Flor, Píllaro,0,Pública,Transporte,[BAD]
,Sanabria,Caluma,0,Pública,Transporte,31.15
Dr(a). Luciano,Gonzalez,Catarama,1,Privada,Ocio y personales,BROKEN
@@@,Alarcón,Puyo,0,Pública,Otros,7.94
Agustín Rolando Vall,Menendez, Jama,0,Pública,Alimentación,61.15
Claudia Adriana Vergara,Paz,Babahoyo,0,$$$,Transporte,41.23
Sara Indira Curiel,Orozco,<NULL>,0,Pública,,51.52
Teo Becerra,Lobato, Balao,0,Pública,Educación,25.03
Elisa Rosa,Tamez, Guano,0,Pública,@@@,92.0
Dr(a). Priscila,Quiroga,[BAD],0,Pública,Transporte,19.63
Luciana Ramiro,Garcia, Paute,0,Privada,Ninguno,[BAD]
,,,,,,
Sr(a). Delfina,Paez, General Villamil,BROKEN,Privada,Vivienda,98.3
Efrain Castillo,Torres,Quinsaloma,0,Pública,Educación,21.91
Gabriel,@@@, Cariamanga,0,Privada,Educación,57.45
DAMAGED,Cardozo,Simón Bolívar,1,Privada,Ninguno,206.64
Arsenio Llorente,Antúnez,Guaranda,1,Privada,,-500.0
Alfonsina Chavez,Torres, Palestina,0,Pública,@@@,54.93
Inés,Arias,Atuntaqui,0,Pública,Alimentación,39.04
Jackeline Alicia,Rodríguez, Pelileo,0,Pública,Transporte,123.67
Lucas Hugo de la,Crúz, Valdez,0,Pública,Educación,28.79
Emma Santos,Uriarte, Montalvo,0,355269,Alimentación,109.79
∞∞∞,Mayorga, Guayaquil,0,Privada,Alimentación,$$$
Valentina,Vera,<UNK>,0,Pública,Vivienda,90.71
,,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,
Edwin Vásquez,Galindo, Vinces,0,Pública,<NULL>,{ERR}
Francisca Solé,Ángel, Marcabelí,0,Pública,Alimentación,163.01
Pastora Carreras,Mármol, Tosagua,DAMAGED,Pública,Alimentación,[BAD]
Isabella Alexander,Vargas,Pasaje,0,Pública,Ocio y personales,
Marco Antonio Dulce Gaitán,Serrato, Durán,0,Pública,Educación,53.2
Sonia Méndez,Camacho, El Pangui,BAD,Pública,Ocio y personales,53.93
Arcelia,$$$,Zaruma,1,Privada,Alimentación,
Leonor Mónica Ordóñez,Ceja, Nueva Loja,0,Pública,Transporte,20.3
Luna Joaquin,Romero, Chordeleg,0,Privada,Alimentación,117.12
Marisela Llorente,Viñas,El Ángel,1,Privada,Educación,0.0
Primitiva Armas,Mesa, El Guabo,0,Pública,Educación,19.79
Omar,, Cuenca,0,Privada,Alimentación,35.36
Alma Paloma Planas,Pérez, La Libertad,0,Pública,,70.44
Dr(a). Mateo,Acosta, Esmeraldas,0,Pública,Otros,47.3
Hector,Jáuregui,Santa Elena,0,∞∞∞,Vivienda,48.38
<NULL>,Rincón,Catacocha,0,Pública,Ocio y personales,21.1
Remigio Nicolás,Guzmán,Zaruma,0,Pública,Educación,30.43
Juan Dario,Suárez, Gualaceo,0,Pública,Vivienda,90.64
Raúl Jorge Rodríguez,Martínez, Sucre,0,Pública,Educación,14.5
Delfina Flores,Paz, Valencia,[BAD],Pública,Vivienda,86.37
Erika María Córdoba,Rojas,Bucay,$$$,@@@,Vivienda,@@@
León Sosa,Cordoba, Santa Lucía,0,Pública,Educación,11.51
Martín Nazario,Duarte, General Villamil,0,Pública,Transporte,30.79
Franco Santino Rodriguez,{ERR}, Santa Lucía,0,Pública,Vivienda,86.36
Yudy Forero,Giraldo, Cañar,<NULL>,Pública,Ninguno,124.69
Edwin,Rico, Rocafuerte,1,Privada,Otros,57.01
Ruperto Perelló,Villena, Pedernales,BROKEN,Pública,Vivienda,99.01
Nicolás Pinzón,Gómez,Piñas,0,Pública,Alimentación,0.0
Venceslás,Hoyos-Pina, El Carmen,0,Pública,Alimentación,98.98
Carlito Xavier Amigó,Camino,###CORRUPT###,1,Privada,,DAMAGED
Aida,Corrales,Pujilí,<NULL>,DAMAGED,Otros,51.49
Florinda Pizarro,Rueda, El Guabo,0,Pública,Transporte,###CORRUPT###
Carmen Arévalo,Reyes, Santo Domingo,0,Privada,Alimentación,93.97
Rosendo Villar,Martí, Catamayo,0,Pública,Transporte,30.98
Teresita Vizcaíno,Soriano, Daule,0,∞∞∞,###,42.28
Santino Faustino,Silva,<NULL>,VAL6981,Privada,Alimentación,50.48
Ovidio Vicente,García,Ventanas,0,[BAD],Ocio y personales,58.0
Dolores Molina,Peña,,1,Privada,Alimentación,150.56
Benjamin Barrios,Rojas, Tulcán,0,Privada,∞∞∞,47.31
Benjamin Aguirre,Aguirre,Piñas,0,Pública,{ERR},71.01
Hilda Guardado,Palomino,Atuntaqui,0,Pública,Ocio y personales,44.1
Gregorio Murillo,Marroquín,###CORRUPT###,0,Pública,Vivienda,176.59
Erasmo,Arjona,Piñas,0,634210,Ocio y personales,82.26
Felicidad Alberola,Barrera, Montalvo,DAMAGED,###CORRUPT###,Transporte,47.6
∞∞∞,Medina, Machala,0,Pública,DAMAGED,56.01
,,,,,,
Pedro,Valdés, Pedernales,1,Privada,Transporte,0.0
Bruno,Cabrera, Palenque,0,982627,Vivienda,74.37
Lara Luz Milagros,Soria,San Vicente,0,Pública,Otros,14.69
ERR!!,Restrepo,Baba,0,Pública,Ocio y personales,40.98
Irma Amalia,Miramontes, Sucre,DAMAGED,Pública,Educación,DAMAGED
Antonio Linda,Santillán, Tabacundo,1000000000000.0,,Otros,24.34
###CORRUPT###,Fernandez, Palora,NO,Pública,Vivienda,83.25
Juan Antonio Cortés,<NULL>, Pimampiro,0,Pública,INVALID,67.02
Beatriz Johana Cano,Jiménez, San Gabriel,0,Pública,Otros,0.0
Nazario Raimundo Echevarría,[BAD],Sangolquí,0,Pública,Vivienda,157.78
Camila,Fernandez, Isidro Ayora,###CORRUPT###,Pública,Otros,31.56
[BAD],Hernández,Bucay,BROKEN,Pública,Ocio y personales,35.79
Samuel Carlos Pérez,Ortiz, Lomas de Sargentillo,0,BROKEN,Alimentación,BROKEN
Dr. Rebeca,Duarte, San Miguel,0,DAMAGED,Vivienda,@@@
615724,Botello, Jama,0,Pública,Transporte,61.3
Jenaro Cabo,Beltrán, Guano,0,Pública,Ocio y personales,<NULL>
Ángela Ángela,Toro, Pimampiro,1,[BAD],Alimentación,178.15
Isidoro Sebastián,Cantero, Archidona,0,Pública,Otros,8.74
Daniela,Díaz,Arenillas,0,Pública,Otros,26.71
Lucía Lucas Ruiz,Moyano, Junín,0,Pública,BROKEN,
Clara Parada,Romero, Portovelo,0,Pública,Alimentación,94.64
Miguel Iván,<script>, Santo Domingo,0,Pública,Educación,29.79
{ERR},XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX, Valdez,NO,Pública,Vivienda,99.29
Raimundo Máximo González,Aragón, Coronel Marcelino Maridueña,0,Pública,Ocio y personales,23.84
Luisa Luz Aguilar,Rodríguez, San Miguel de Los Bancos,0,{ERR},Transporte,XXX
José,[BAD], Chambo,0,Pública,Educación,46.8
Araceli José Emilio,Luna, Atacames,0,Pública,Educación,0.0
Fanny Bermúdez,Bustos, Chambo,0,Privada,Ocio y personales,51.83
Emma,, Balsas,0,Pública,Vivienda,61.38
INVALID,Bas-Castejón,,0,Pública,Vivienda,122.66
Doris Fernández,Murillo,Sucúa,,Pública,Alimentación,52.03
Dr. Minerva,Lomeli,Pasaje,0,Pública,Ocio y personales,49.42
,,,,DAMAGED,,
Luz Sofía,Gómez, Santa Isabel,0,Pública,∞∞∞,44.23
Ismael,∞∞∞, Santa Isabel,1,Privada,Transporte,∞∞∞
Lorenzo Mercedes,Rosales,<UNK>,0,Pública,Vivienda,79.35
Rodrigo Olivas,Romero, Cotacachi,0,Pública,Ocio y personales,69.53
∞∞∞,Ramón, Catamayo,<NULL>,Privada,Alimentación,147.01
Cipriano Casado,{ERR},El Triunfo,0,Pública,Alimentación,57.03
@@@,$$$,BROKEN,1,Privada,Transporte,75.5
Dr(a). Matias,Cabrera,Sangolquí,0,Pública,Transporte,DAMAGED
Eusebio Collado,Jaume,Macas,0,DAMAGED,Alimentación,194.61
Joaquin,Romero,[BAD],0,Pública,Ocio y personales,51.01
Giovanny Aguilar,Gómez, Milagro,0,Pública,Transporte,-500.0
Roberto Felipe,García,Pujilí,0,Pública,Alimentación,65.8
Nelly Salma,Saldivar, Milagro,0,Pública,Otros,16.3
∞∞∞,∞∞∞, Camilo Ponce Enríquez,0,Pública,<script>,40.78
Kiara Fernandez,Godoy,Quinsaloma,1,Privada,Ocio y personales,42.12
Delfina Pilar,Mendoza, San Miguel de Salcedo,0,<NULL>,Educación,19.79
Marina,Figueroa, Portoviejo,0,Pública,Vivienda,321.05
Valentina,∞∞∞, Cañar,0,BROKEN,Transporte,24.23
Mateo Emma Flores,Vera, Marcabelí,0,Pública,Transporte,37.3
Manuel Hernando Pérez,Chávez, Pimampiro,0,Pública,Otros,21.05
Dr(a). Isabella,Diaz, Píllaro,0,@@@,Transporte,37.05
Malena Coronel,∞∞∞,Ventanas,0,Pública,Otros,$$$
Candelaria,Sanchez, Machala,0,Pública,Vivienda,93.49
Jonatan Bonifacio Carro,Llobet, Calceta,###CORRUPT###,Pública,Otros,13.86
,,<NULL>,,,,###CORRUPT###
María Parra,Gómez, Cotacachi,0,###CORRUPT###,Otros,<NULL>
Mtro. María del Carmen,700269,Yaguachi,{ERR},Privada,Vivienda,215.66
Nidia Pedraza,Fuentes,La Concordia,0,Pública,Alimentación,40.08
Paulina,Olivares, Alausí,0,Pública,Educación,51.05
BROKEN,,,NO,,DAMAGED,DAMAGED
Manuel Alexander Camargo,Caicedo, Durán,VAL6817,Privada,Educación,-9999.0
Luz,Suárez,Macas,0,Pública,Ocio y personales,33.45
Jesús Andrea,Navarrete,Catarama,0,Pública,Vivienda,49.18
,,,,,Ninguno,
Geronimo Gomez,Ferreyra, Cañar,0,Pública,Vivienda,43.37
{ERR},DAMAGED,<UNK>,INVALID,Pública,Ocio y personales,0.0
Aroa Vilma Guillen,<NULL>, Cuenca,NO,Privada,Ocio y personales,31.64
María Cecilia,Acosta,BROKEN,0,Pública,Otros,16.71
Alexander Pulido,Agudelo,<UNK>,DAMAGED,@@@,Educación,50.29
∞∞∞,Gimenez, El Carmen,0,Pública,Ocio y personales,58.99
Miguela Abril,Clavero,[BAD],0,Pública,Otros,33.34
Paula Yolanda Restrepo,Bermúdez, Santa Lucía,1,Privada,Educación,97.46
María Parra,Gómez, Cotacachi,0,Pública,Educación,37.24
Juana Guillermina,Gimenez,Caluma,0,Pública,Educación,27.46
Estefanía,Orozco, Buena Fe,0,Pública,Alimentación,115.98
Tiziano Valentin,Perez, Portovelo,0,Pública,Vivienda,63.1
Sr(a). Santino,Ramirez,San Lorenzo,1,Privada,Otros,-500.0
,,[BAD],$$$,,,
Bernabé,Canet-Ramírez, El Coca,0,Pública,Ocio y personales,{ERR}
Clotilde Solana,Montoya, Balzar,0,Pública,Ocio y personales,44.8
Dionisio Perales,Torrijos,Sucúa,0,Pública,Ocio y personales,19.62
Jackeline Gómez,Muñoz, San Gabriel,$$$,Pública,Ocio y personales,$$$
Plinio Guardiola,Benavides,,0,Pública,INVALID,20.64
Francisco Bautista Sanchez,{ERR}, Balao,0,Pública,,107.42
Cornelio Briseño,Miramontes, Santa Ana,1,Privada,Educación,
Consuela Bartolomé,Maestre,Tena,0,{ERR},###CORRUPT###,6.82
Norma,Vargas,El Ángel,99999.0,DAMAGED,Otros,8.12
María Pilar Calderon,INVALID, Gualaquiza,0,Pública,Alimentación,108.57
Juan Ignacio Mateo Agustin,Ramirez, Biblián,1,Privada,Alimentación,154.19
Isabella Alexander,Vargas,Pasaje,0,Pública,,126.8
Lucía Lola,Gonzalez,856656,1,,INVALID,125.7
Leonel,Cadenas-Hoz, La Maná,0,Pública,Ninguno,64.08
,,,,,,
Sr(a). Miriam,Cisneros,Yaguachi,DAMAGED,Privada,Vivienda,199.45
Samu,Cabrera-Torre, Guayaquil,0,Pública,Ocio y personales,51.17
DAMAGED,Esteban,###CORRUPT###,0,Pública,Vivienda,140.25
Cristina Linda,Carrión,INVALID,0,Pública,Otros,20.29
Regina,Zurita, Rocafuerte,0,Pública,Vivienda,98.4
Itzel Zeferino Crespo,Briseño, Ambato,0,Pública,Vivienda,∞∞∞
Amor Nebot,@@@, General Villamil,0,Pública,Alimentación,46.69
Fabio Antonio,Arias, Pedro Vicente Maldonado,NO,Privada,@@@,95.49
Lic. Gustavo,Varela, Celica,0,Pública,Educación,37.9
Maximino,{ERR},<NULL>,0,Pública,Ocio y personales,50.9
José Amalia,Solorzano,<NULL>,1,Privada,Educación,78.04
###CORRUPT###,Molina, Cotacachi,0,Pública,Otros,73.64
Liliana Salvador,Sepúlveda, Milagro,0,<NULL>,Vivienda,77.93
Luna Rodriguez,Martinez,,0,Pública,Educación,27.74
Caridad Alta Gracia Meza,Portillo,Saquisilí,0,Privada,Ocio y personales,38.83
