nombre,apellido,ciudad,provincia,longitud,latitud,distancia,tipo_universidad,universidad,semestre,anio,periodo,carrera,genero,edad,modalidad,zona,tipo_vivienda,sector,codigo_postal
Sr(a). Agustín,Córdova,Cayambe, Pichincha,-77.9889555,0.0251586,64.27,Pública,Escuela Politécnica Nacional (EPN),6,2024,2024-B,Ingeniería Automotriz,Femenino,21,Presencial,Quito,Arrendada,Mindo,170167
Mtro. Wilfrido,Alva,Otavalo, Imbabura,-78.2454274,0.2227636,57.5,Pública,Universidad Central del Ecuador (UCE),6,2024,2024-A,Psicopedagogía,Femenino,23,En línea,Quito,Arrendada,Puerto Quito,170182
Conrado Jorge Lluch,Vidal, Portoviejo, Manabí,-80.4534134,-1.05282,234.85,Pública,Escuela Politécnica del Ejército (ESPE),6,2025,2025-B,Diseño de Modas,Masculino,17,Presencial,Quito,Familiar,Pedro Vicente Maldonado,170173
Sara Estrada,Adame,Loja, Loja,-79.2016661,-3.996845,426.87,Pública,Universidad Central del Ecuador (UCE),9,2024,2024-B,Matemáticas,Masculino,17,Presencial,Quito,Arrendada,La Vicentina,170112
Catalina,Castillo,Otavalo, Imbabura,-78.2454274,0.2227636,57.5,Privada,Universidad Politécnica Salesiana (UPS),2,2023,2023-A,Ingeniería Automotriz,Femenino,24,En línea,Quito,Propia,Belisario Quevedo,170129
Tomas Gomez,Ruiz,La Concordia, Santo Domingo de los Tsáchilas,-79.462977,-0.0441108,107.5,Pública,Escuela Politécnica Nacional (EPN),1,2024,2024-B,Nutrición,Femenino,17,Presencial,Quito,Arrendada,Jipijapa,170137
Camilo Emilio,Cotto,Macas, Morona Santiago,-78.1175466,-2.3046252,235.9,Pública,Universidad Central del Ecuador (UCE),12,2025,2025-B,Comunicación Social,Masculino,20,Presencial,Quito,Arrendada,Nayón,170170
Guadalupe Soler,Chaparro, Gualaceo, Azuay,-78.8461586,-2.9180205,302.27,Pública,Escuela Politécnica Nacional (EPN),6,2025,2025-A,Criminología,Femenino,22,Presencial,Quito,Familiar,Nayón,170170
Marcio Borrell,Carmona, Isidro Ayora, Guayas,-80.1463096,-1.8796754,258.94,Pública,Universidad Central del Ecuador (UCE),10,2023,2023-B,Matemáticas,Masculino,20,Híbrida,Quito,Familiar,Gonzalez Suarez,170107
Graciana Calvo,Castilla, San Miguel de Los Bancos, Pichincha,-78.9214659,-0.0188368,50.7,Pública,Escuela Politécnica del Ejército (ESPE),11,2023,2023-A,Odontología,Femenino,20,Presencial,Quito,Familiar,Santa Prisca,170118
Carla Aparicio,Ramón, Gualaquiza, Morona Santiago,-78.706485,-3.3277138,346.22,Privada,Universidad de las Américas (UDLA),8,2025,2025-B,Diseño Gráfico,Femenino,21,Presencial,Quito,Familiar,Checa (Chilpa),170159
Virginia Óliver Quezada,Guzmán, Chambo, Chimborazo,-78.5425997,-1.74403,169.48,Pública,Escuela Politécnica Nacional (EPN),3,2025,2025-B,Medicina,Masculino,27,Presencial,Quito,Arrendada,La Ecuatoriana,170140
Dr. Alejandro,Lozada, Montalvo, Los Ríos,-79.348133,-1.8025855,198.99,Pública,Universidad Central del Ecuador (UCE),12,2025,2025-A,Comunicación Social,Masculino,25,Presencial,Quito,Familiar,Nono,170171
Juan,Miranda,Atuntaqui, Imbabura,-78.219615,0.3316022,69.45,Pública,Universidad Andina Simón Bolívar (UASB),10,2023,2023-B,Ingeniería Petroquímica,Femenino,19,Presencial,Quito,Arrendada,Pacto,170172
Sr(a). Virginia,Duarte, Muisne, Esmeraldas,-79.8817211,0.5387247,174.09,Pública,Universidad Central del Ecuador (UCE),1,2025,2025-B,Nutrición,Femenino,23,Presencial,Quito,Arrendada,Mindo,170167
Santiago Benjamin Santino Coronel,Garcia,Yaguachi, Guayas,-79.9134536,-2.2015355,269.81,Pública,Universidad Andina Simón Bolívar (UASB),9,2025,2025-B,Comercio Exterior,Femenino,22,En línea,Quito,Residencia universitaria,Cotocollao,170103
Erasmo Alsina,Prat,Otavalo, Imbabura,-78.2454274,0.2227636,57.5,Privada,Universidad Tecnológica Equinoccial (UTE),1,2023,2023-A,Diseño Gráfico,Masculino,20,Presencial,Quito,Arrendada,Chavezpamba,170158
Abril Reynaldo Mena,Cervantes, Montalvo, Los Ríos,-79.348133,-1.8025855,198.99,Pública,Universidad Central del Ecuador (UCE),3,2024,2024-A,Educación Básica,Masculino,18,Presencial,Quito,Familiar,Mariscal Sucre,170143
Mtro. José Manuél,Cazares, Cañar, Cañar,-79.1800778,-2.4749335,261.48,Pública,Escuela Politécnica del Ejército (ESPE),8,2024,2024-A,Ingeniería Química,Femenino,22,Presencial,Quito,Arrendada,La Vicentina,170112
Charo,Pedraza-Olmo, Tabacundo, Pichincha,-78.2216436,0.048201,43.99,Privada,Universidad Tecnológica Indoamérica (UTI),3,2025,2025-A,Ingeniería Electrónica,Femenino,20,Presencial,Quito,Arrendada,Chillogallo,170105
Alma Valentina Ponce,Gonzalez, Paján, Manabí,-80.4212975,-1.7040791,268.83,Pública,Universidad Central del Ecuador (UCE),4,2024,2024-A,Psicología,Femenino,20,En línea,Quito,Arrendada,Pacto,170172
Ing. Jaime,Cazares,Baba, Los Ríos,-79.6615818,-1.6727698,205.95,Pública,Universidad Central del Ecuador (UCE),8,2024,2024-B,Educación Inicial,Femenino,19,Presencial,Quito,Familiar,Jipijapa,170137
Octavio Martinez,Acosta, Daule, Guayas,-79.9129307,-1.9200069,244.89,Pública,Universidad Central del Ecuador (UCE),1,2024,2024-A,Psicopedagogía,Femenino,23,Presencial,Quito,Arrendada,Nanegalito,170169
Elias Luz Muñoz,Ulloa, Cuenca, Azuay,-79.0041726,-2.8974072,302.67,Pública,Universidad Central del Ecuador (UCE),6,2024,2024-A,Física,Masculino,19,Presencial,Quito,Arrendada,Rumipamba,170147
Jhon Alonso,Hernández, Palenque, Los Ríos,-79.7182552,-1.3353343,182.63,Privada,Universidad de las Américas (UDLA),1,2025,2025-A,Marketing,Femenino,19,Presencial,Quito,Propia,Chilibulo,170131
Anselmo,Costa-Amigó, Machala, El Oro,-79.9512804,-3.3148937,379.46,Privada,Universidad de las Américas (UDLA),1,2024,2024-B,Matemáticas,Femenino,22,Presencial,Quito,Arrendada,Amaguaña,170152
Ana,Pichardo,Puyo, Pastaza,-77.9969666,-1.4854777,151.92,Pública,Universidad Central del Ecuador (UCE),8,2024,2024-B,Diseño Industrial,Masculino,20,Presencial,Quito,Arrendada,Puembo,170179
María Luisa Cáceres,Tello,Ventanas, Los Ríos,-79.3351558,-1.3253915,153.21,Pública,Universidad Central del Ecuador (UCE),11,2023,2023-A,Periodismo,Femenino,20,Presencial,Quito,Propia,Las Cuadras,170128
Lic. Germán,Balderas, Catamayo, Loja,-79.403789,-3.9912144,430.86,Pública,Universidad Central del Ecuador (UCE),4,2025,2025-B,Ingeniería Automotriz,Femenino,23,Presencial,Quito,Residencia universitaria,Pacto,170172
Ing. Anel,Quintero, Loreto, Orellana,-77.3252738,-0.6471884,140.27,Pública,Escuela Politécnica del Ejército (ESPE),12,2023,2023-B,Trabajo Social,Femenino,24,Presencial,Quito,Arrendada,Rumipamba,170147
Inmaculada Alonso,Revilla, Portoviejo, Manabí,-80.4534134,-1.05282,234.85,Pública,Escuela Politécnica Nacional (EPN),1,2023,2023-B,Turismo,Femenino,17,Presencial,Quito,Propia,Puerto Quito,170182
Carmen Guillermina,Tamez, Celica, Loja,-79.9851762,-4.1648137,468.15,Pública,Universidad Central del Ecuador (UCE),10,2025,2025-B,Química,Masculino,20,Presencial,Quito,Arrendada,Tumbaco,170184
Esther Julián,Cuadrado, Atacames, Esmeraldas,-79.8790841,0.7971086,189.45,Pública,Escuela Politécnica Nacional (EPN),7,2024,2024-A,Diseño Industrial,Masculino,17,Presencial,Quito,Arrendada,La Floresta,170109
Pascual del,Antúnez, Cariamanga, Loja,-79.5559525,-4.326038,471.04,Pública,Escuela Politécnica Nacional (EPN),5,2023,2023-A,Laboratorio Clínico,Femenino,20,Presencial,Quito,Propia,La Concepción,170127
Carlota Alfaro,Naranjo,San Lorenzo, Esmeraldas,-78.6869333,0.9850634,135.41,Pública,Universidad Andina Simón Bolívar (UASB),5,2025,2025-B,Administración,Femenino,20,En línea,Quito,Residencia universitaria,Guangopolo,170162
Tiziano,Vazquez,Manta, Manabí,-80.7191006,-0.9485853,258.39,Privada,Universidad de las Américas (UDLA),1,2024,2024-B,Psicopedagogía,Femenino,20,Presencial,Quito,Arrendada,Chavezpamba,170158
Pedro Maia Rios,Torres, Durán, Guayas,-79.7895887,-2.2127014,263.15,Pública,Universidad Central del Ecuador (UCE),10,2025,2025-B,Ingeniería Química,Masculino,18,Presencial,Quito,Arrendada,La Mena,170142
Jorge Elkin,Monroy, Biblián, Cañar,-78.9802821,-2.6748261,277.86,Pública,Escuela Politécnica del Ejército (ESPE),11,2023,2023-B,Trabajo Social,Masculino,18,Presencial,Quito,Arrendada,Cotocollao,170103
Marco Carlos Arrieta,Restrepo, Baños de Agua Santa, Tungurahua,-78.4402276,-1.417407,133.37,Pública,Escuela Politécnica del Ejército (ESPE),6,2024,2024-A,Ciberseguridad,Masculino,22,Presencial,Quito,Arrendada,San Sebastian,170116
Alfredo Barranco,Carrasco, Santa Ana, Manabí,-80.2631268,-1.1944701,222.78,Pública,Escuela Politécnica Nacional (EPN),9,2024,2024-B,Periodismo,Femenino,24,Presencial,Quito,Familiar,La Merced,170164
Cristóbal Amor,Revilla, Chone, Manabí,-80.0721599,-0.3828099,174.38,Pública,Escuela Politécnica del Ejército (ESPE),9,2025,2025-A,Odontología,Femenino,17,Presencial,Quito,Arrendada,La Vicentina,170112
María del Carmen Ozuna,Leal, Quevedo, Los Ríos,-79.4776812,-1.0669701,142.78,Pública,Universidad Central del Ecuador (UCE),8,2024,2024-B,Contabilidad,Masculino,20,Presencial,Quito,Arrendada,El Salvador,170106
Candelaria Roda,Villalonga, San Gabriel, Carchi,-77.835319,0.598485,118.12,Privada,Universidad Internacional del Ecuador (UIDE),5,2023,2023-A,Psicología Clínica,Masculino,22,Presencial,Quito,Familiar,Belisario Quevedo,170129
Adora de,Pazos, Muisne, Esmeraldas,-79.8817211,0.5387247,174.09,Privada,Universidad de las Américas (UDLA),1,2023,2023-B,Ingeniería en Sistemas,Masculino,20,Presencial,Quito,Propia,Belisario Quevedo,170129
Felipe Gonzalez,Muñoz,Saraguro, Loja,-79.3063889,-3.5269465,378.14,Pública,Universidad Central del Ecuador (UCE),9,2023,2023-A,Tecnologías de la Información,Femenino,18,Presencial,Quito,Arrendada,Guayllabamba,170163
Cristina,Ramírez,Tena, Napo,-78.1083981,-0.9438718,92.16,Privada,Universidad Politécnica Salesiana (UPS),1,2025,2025-A,Trabajo Social,Masculino,19,Presencial,Quito,Familiar,Benalcazar,170102
Jennifer Cal,Hoz, Coronel Marcelino Maridueña, Guayas,-79.3861649,-2.2333628,244.02,Pública,Universidad Central del Ecuador (UCE),8,2024,2024-A,Diseño Gráfico,Masculino,21,Presencial,Quito,Residencia universitaria,Las Cuadras,170128
Olivia Grande,Márquez, Lomas de Sargentillo, Guayas,-80.0789495,-1.8348374,250.14,Pública,Universidad Central del Ecuador (UCE),5,2024,2024-B,Medicina,Masculino,20,Híbrida,Quito,Arrendada,San Isidro Del Inca,170149
Santos Maestre,Paniagua, Milagro, Guayas,-79.5552042,-2.1179635,240.77,Pública,Escuela Politécnica del Ejército (ESPE),3,2024,2024-A,Educación Básica,Femenino,20,Presencial,Quito,Propia,San Isidro Del Inca,170149
Jesús Raúl Pérez,Rueda, Isidro Ayora, Guayas,-80.1463096,-1.8796754,258.94,Pública,Universidad Central del Ecuador (UCE),11,2023,2023-B,Educación Básica,Masculino,20,Presencial,Quito,Familiar,Nanegal,170168
Lorenzo Rozas,Espada, Palestina, Guayas,-79.9273316,-1.6318981,222.24,Pública,Universidad Andina Simón Bolívar (UASB),7,2024,2024-A,Química,Femenino,19,Presencial,Quito,Arrendada,Comite Del Pueblo,170133
Daniel Hernando,Hurtado, Gualaceo, Azuay,-78.8461586,-2.9180205,302.27,Pública,Instituto de Altos Estudios Nacionales (IAEN),7,2023,2023-A,Gastronomía,Masculino,23,Presencial,Quito,Arrendada,San Bartolo,170148
Sofia Castro,Romero, Chambo, Chimborazo,-78.5425997,-1.74403,169.48,Pública,Universidad Central del Ecuador (UCE),9,2024,2024-B,Artes Visuales,Femenino,19,Presencial,Quito,Familiar,San Jose De Minas,170181
Lic. Cristina,Quiñónez,Loja, Loja,-79.2016661,-3.996845,426.87,Privada,Universidad de las Américas (UDLA),7,2023,2023-A,Derecho,Masculino,18,Presencial,Quito,Arrendada,Chimbacalle,170121
Danilo Mendoza,Sánchez, Junín, Manabí,-80.2054147,-0.9394745,204.54,Pública,Universidad Central del Ecuador (UCE),11,2024,2024-B,Negocios Internacionales,Masculino,26,Presencial,Quito,Arrendada,Pintag,170176
Lina Marleny,Bermúdez, General Villamil, Guayas,-80.4261454,-2.5937913,338.99,Pública,Universidad Central del Ecuador (UCE),3,2025,2025-B,Nutrición,Femenino,20,Presencial,Quito,Arrendada,Cotocollao,170103
Martina Chavez,Ruiz, Coronel Marcelino Maridueña, Guayas,-79.3861649,-2.2333628,244.02,Pública,Universidad Central del Ecuador (UCE),11,2025,2025-B,Enfermería,Masculino,17,Presencial,Quito,Familiar,Puerto Quito,170182
Josefina Romero,Nuñez, Balao, Guayas,-79.7180498,-2.8852516,325.24,Pública,Universidad Central del Ecuador (UCE),1,2023,2023-B,Ingeniería Biomédica,Femenino,24,Híbrida,Quito,Arrendada,Zàmbiza,170186
Amador Salvador,Torralba, Santa Ana, Manabí,-80.2631268,-1.1944701,222.78,Privada,Universidad Tecnológica Indoamérica (UTI),8,2023,2023-A,Ingeniería Química,Femenino,24,Presencial,Quito,Arrendada,Atahualpa (Chabaspamba),170153
Uma Gonzalez,Cardozo, Echeandía, Bolívar,-79.2735861,-1.4469547,160.54,Pública,Universidad Central del Ecuador (UCE),12,2024,2024-A,Diseño Industrial,Femenino,22,Presencial,Quito,Arrendada,San Marcos,170114
Luisa Ofelia García,Forero, Guayaquil, Guayas,-80.0983887,-2.2895167,289.88,Privada,Universidad San Francisco de Quito (USFQ),3,2024,2024-B,Comunicación Social,Femenino,22,Presencial,Quito,Familiar,Lloa,170166
Cecilia,Soto, El Coca, Orellana,-76.9837216,-0.4721804,172.26,Pública,Universidad Central del Ecuador (UCE),12,2025,2025-A,Diseño de Modas,Masculino,26,Presencial,Quito,Arrendada,Villaflora,170119
Rita Dueñas,Arnal, Milagro, Guayas,-79.5552042,-2.1179635,240.77,Pública,Escuela Politécnica Nacional (EPN),8,2024,2024-A,Educación Básica,Femenino,18,Presencial,Quito,Arrendada,Kennedy,170138
Lilia,Jiménez,Zamora, Zamora Chinchipe,-78.9577754,-4.0042008,423.67,Pública,Escuela Politécnica del Ejército (ESPE),8,2023,2023-B,Diseño Gráfico,Masculino,21,Presencial,Quito,Arrendada,San Antonio,170180
Sofia Belen,Pereyra, Chone, Manabí,-80.0721599,-0.3828099,174.38,Privada,Pontificia Universidad Católica del Ecuador (PUCE),5,2023,2023-A,Contabilidad,Masculino,25,En línea,Quito,Arrendada,Belisario Quevedo,170129
Lara Sofia,Luna, El Coca, Orellana,-76.9837216,-0.4721804,172.26,Pública,Universidad Central del Ecuador (UCE),12,2023,2023-B,Ingeniería Mecánica,Masculino,26,Presencial,Quito,Arrendada,El Inca,170124
Francisca Marco,Calatayud, La Joya de los Sachas, Orellana,-76.8611463,-0.3161424,183.91,Privada,Universidad Internacional del Ecuador (UIDE),1,2023,2023-A,Comunicación Social,Masculino,20,Presencial,Quito,Familiar,Benalcazar,170102
Ivan,Fernandez, Santo Domingo, Santo Domingo de los Tsáchilas,-79.1686724,-0.2546212,73.08,Pública,Escuela Politécnica Nacional (EPN),10,2023,2023-A,Matemáticas,Femenino,26,Presencial,Quito,Familiar,Villaflora,170119
Oriana Pilar Ortiz,Martinez, La Libertad, Santa Elena,-80.9077647,-2.2208117,346.98,Pública,Escuela Politécnica Nacional (EPN),7,2025,2025-B,Criminología,Masculino,23,Presencial,Quito,Familiar,Quito,170150
Marco Antonio Dulce Gaitán,Serrato, Durán, Guayas,-79.7895887,-2.2127014,263.15,Pública,Universidad Central del Ecuador (UCE),12,2025,2025-A,Ingeniería Agronómica,Femenino,24,Presencial,Quito,Arrendada,San Antonio,170180
Iris Inés,Rodríguez, Paute, Azuay,-78.7362416,-2.7468493,282.05,Pública,Universidad Central del Ecuador (UCE),10,2023,2023-A,Biología,Masculino,22,Presencial,Quito,Arrendada,Santa Prisca,170118
Mayra Miranda,Arteaga, Paján, Manabí,-80.4212975,-1.7040791,268.83,Privada,Universidad Tecnológica Indoamérica (UTI),5,2024,2024-B,Turismo,Masculino,21,Híbrida,Quito,Residencia universitaria,Benalcazar,170102
Ernesto Robles,Ávalos, El Tambo, Cañar,-78.9133964,-2.4828078,255.51,Pública,Escuela Politécnica del Ejército (ESPE),8,2023,2023-A,Química,Masculino,26,Presencial,Quito,Arrendada,Gualea,170161
Sr(a). Santino,Ramirez,San Lorenzo, Esmeraldas,-78.6869333,0.9850634,135.41,Privada,Pontificia Universidad Católica del Ecuador (PUCE),9,2025,2025-B,Marketing,Femenino,19,Presencial,Quito,Familiar,Benalcazar,170102
Sonia Huerta,Cadena, Flavio Alfaro, Manabí,-79.844538,-0.3242859,148.59,Pública,Escuela Politécnica del Ejército (ESPE),11,2023,2023-A,Turismo,Masculino,25,Híbrida,Quito,Residencia universitaria,Comite Del Pueblo,170133
Gil del,Collado, Valencia, Los Ríos,-79.3211355,-0.7696521,108.72,Pública,Universidad Central del Ecuador (UCE),7,2025,2025-B,Ingeniería Civil,Masculino,26,Presencial,Quito,Familiar,Condado,170134
Iván Alonso,Vara, Celica, Loja,-79.9851762,-4.1648137,468.15,Pública,Universidad Central del Ecuador (UCE),7,2025,2025-B,Ingeniería Química,Masculino,24,Presencial,Quito,Arrendada,Kennedy,170138
Julia,Melo, Gualaceo, Azuay,-78.8461586,-2.9180205,302.27,Pública,Universidad Central del Ecuador (UCE),1,2023,2023-B,Física,Femenino,20,Presencial,Quito,Arrendada,Cotocollao,170103
Julieta Valentino Navarro,Acosta, El Pangui, Zamora Chinchipe,-78.5473049,-3.6253506,378.66,Privada,Pontificia Universidad Católica del Ecuador (PUCE),4,2023,2023-B,Ingeniería Civil,Masculino,21,Presencial,Quito,Arrendada,Calacali,170154
Alexandra Marina Mora,Mendoza, La Joya de los Sachas, Orellana,-76.8611463,-0.3161424,183.91,Privada,Universidad Internacional del Ecuador (UIDE),2,2024,2024-B,Turismo,Femenino,17,Presencial,Quito,Familiar,Checa (Chilpa),170159
Carmela de,Amigó, Isidro Ayora, Guayas,-80.1463096,-1.8796754,258.94,Privada,Universidad de las Américas (UDLA),2,2025,2025-A,Laboratorio Clínico,Masculino,19,Presencial,Quito,Familiar,Chaupicruz (La Concepcion),170104
Laura,Ruiz, El Guabo, El Oro,-79.7584498,-3.1629001,355.32,Pública,Universidad Central del Ecuador (UCE),2,2024,2024-A,Educación Básica,Masculino,22,Presencial,Quito,Familiar,Villaflora,170119
Tadeo Fabregat,Pinto, Pedro Carbo, Guayas,-80.3009814,-1.8672671,270.34,Pública,Escuela Politécnica del Ejército (ESPE),4,2023,2023-B,Biología,Femenino,17,Presencial,Quito,Arrendada,Ponceano,170144
Manuel Heriberto Bravo,Blasco, Naranjito, Guayas,-79.3904646,-2.1590388,236.66,Pública,Escuela Politécnica Nacional (EPN),1,2025,2025-A,Enfermería,Femenino,20,En línea,Quito,Propia,Tumbaco,170184
Lic. Zeferino,Villanueva,Jaramijó, Manabí,-80.6134583,-0.9743883,248.22,Pública,Escuela Politécnica Nacional (EPN),4,2024,2024-B,Ingeniería Petroquímica,Masculino,25,Presencial,Quito,Familiar,Iñaquito,170135
Karen Salazar,Rentería, Vinces, Los Ríos,-79.766045,-1.5235263,201.08,Pública,Escuela Politécnica del Ejército (ESPE),2,2024,2024-A,Matemáticas,Femenino,20,Presencial,Quito,Arrendada,Cotocollao,170103
Julio César,Véliz, Cañar, Cañar,-79.1800778,-2.4749335,261.48,Pública,Universidad Central del Ecuador (UCE),5,2024,2024-A,Derecho,Femenino,23,Presencial,Quito,Arrendada,Puengasi,170145
Thiago Benjamin Nuñez,Martinez, Chone, Manabí,-80.0721599,-0.3828099,174.38,Pública,Universidad Central del Ecuador (UCE),3,2023,2023-B,Turismo,Masculino,22,Presencial,Quito,Familiar,El Beaterio,170123
Víctor,Borrego-Roda, Biblián, Cañar,-78.9802821,-2.6748261,277.86,Pública,Escuela Politécnica del Ejército (ESPE),12,2023,2023-B,Medicina,Masculino,20,Presencial,Quito,Arrendada,Cumbaya,170157
Inmaculada Arregui,Urrutia, Naranjito, Guayas,-79.3904646,-2.1590388,236.66,Pública,Universidad Central del Ecuador (UCE),8,2023,2023-A,Psicología Clínica,Masculino,20,Presencial,Quito,Arrendada,Condado,170134
Micaela Gloria,Uribe,Catacocha, Loja,-79.6497578,-4.0503147,444.24,Privada,Pontificia Universidad Católica del Ecuador (PUCE),4,2025,2025-A,Tecnologías de la Información,Femenino,21,Presencial,Quito,Arrendada,Centro Historico,170130
José María Joaquín Carbajal,Rincón, Milagro, Guayas,-79.5552042,-2.1179635,240.77,Pública,Universidad Central del Ecuador (UCE),1,2023,2023-B,Administración,Femenino,17,Presencial,Quito,Familiar,Conocoto,170156
Juana Martina,Juarez, Cotacachi, Imbabura,-78.4507013,0.3955234,68.8,Pública,Escuela Politécnica del Ejército (ESPE),1,2025,2025-A,Enfermería,Masculino,23,Presencial,Quito,Arrendada,El Salvador,170106
Miguel Angel Thiago Molina,Muñoz,Piñas, El Oro,-79.7832238,-3.7106809,413.02,Pública,Universidad Central del Ecuador (UCE),12,2024,2024-A,Ingeniería Ambiental,Masculino,20,Presencial,Quito,Arrendada,Nayón,170170
Thiago Benjamin Gutierrez,Fernandez, Shushufindi, Sucumbíos,-76.5906945,-0.2885051,213.81,Privada,Universidad Tecnológica Equinoccial (UTE),10,2024,2024-B,Ciencia de Datos,Masculino,23,Presencial,Quito,Propia,Belisario Quevedo,170129
Felipe Romero,Alvarez, Valencia, Los Ríos,-79.3211355,-0.7696521,108.72,Pública,Escuela Politécnica Nacional (EPN),3,2023,2023-A,Ingeniería Ambiental,Masculino,21,Presencial,Quito,Familiar,Cochapamba,170132
Ricardo Federico Palomo,Laureano, Portoviejo, Manabí,-80.4534134,-1.05282,234.85,Pública,Escuela Politécnica Nacional (EPN),9,2024,2024-B,Química,Femenino,20,Presencial,Quito,Familiar,Puerto Quito,170182
Nadia Vela,Garibay,Puerto Baquerizo Moreno, Galápagos,-89.610191,-0.902599,1236.29,Privada,Universidad Politécnica Salesiana (UPS),7,2023,2023-B,Psicología Clínica,Femenino,21,Presencial,Quito,Arrendada,Chaupicruz (La Concepcion),170104
Sebastián Sierra,Ávila, Jipijapa, Manabí,-80.6124982,-1.5158193,274.37,Pública,Escuela Politécnica Nacional (EPN),2,2025,2025-B,Matemáticas,Masculino,21,Presencial,Quito,Familiar,El Quinche,170160
Lucas Ezequiel Camila,Fernandez, Alausí, Chimborazo,-78.703566,-2.3250494,235.02,Pública,Universidad Central del Ecuador (UCE),9,2024,2024-A,Tecnologías de la Información,Masculino,24,Presencial,Quito,Familiar,San Blas,170113
Sr(a). Pedro,Rios, Pedro Vicente Maldonado, Pichincha,-79.0400619,0.1612052,72.4,Privada,Universidad Internacional del Ecuador (UIDE),10,2023,2023-A,Derecho,Masculino,21,Híbrida,Quito,Residencia universitaria,Chavezpamba,170158
Eutimio Benavent,Garmendia, Flavio Alfaro, Manabí,-79.844538,-0.3242859,148.59,Privada,Universidad Politécnica Salesiana (UPS),2,2024,2024-B,Física,Masculino,21,Presencial,Quito,Arrendada,Benalcazar,170102
Visitación,Hurtado-Pallarès, Jujan, Guayas,-79.5495283,-1.9494337,224.21,Pública,Universidad Central del Ecuador (UCE),3,2024,2024-B,Ingeniería Electrónica,Masculino,17,Presencial,Quito,Arrendada,La Concepción,170127
Lorenzo Bianca,Gonzales, Cañar, Cañar,-79.1800778,-2.4749335,261.48,Pública,Universidad Central del Ecuador (UCE),11,2023,2023-A,Psicología,Masculino,20,Presencial,Quito,Arrendada,Cumbaya,170157
Lorenzo,Abrego, Mocache, Los Ríos,-79.5512661,-1.1979,158.63,Pública,Universidad Central del Ecuador (UCE),10,2024,2024-A,Educación Física,Femenino,24,Presencial,Quito,Familiar,La Magdalena,170111
Jackeline Gómez,Muñoz, San Gabriel, Carchi,-77.835319,0.598485,118.12,Pública,Escuela Politécnica del Ejército (ESPE),2,2024,2024-A,Laboratorio Clínico,Prefiere no decir,22,Presencial,Quito,Arrendada,Puerto Quito,170182
Eva Almeida,Daza, Sucre, Manabí,-80.4199056,-0.7326786,219.63,Privada,Universidad de las Américas (UDLA),3,2024,2024-B,Ingeniería Mecánica,Masculino,18,En línea,Quito,Arrendada,Chaupicruz (La Concepcion),170104
Germán,Zapata, Cañar, Cañar,-79.1800778,-2.4749335,261.48,Pública,Escuela Politécnica Nacional (EPN),6,2024,2024-B,Odontología,Femenino,18,Presencial,Quito,Arrendada,La Merced,170164
Natalia Fernanda,Bernal,Sucúa, Morona Santiago,-78.1727383,-2.4560109,251.46,Pública,Universidad Central del Ecuador (UCE),9,2025,2025-A,Hotelería,Masculino,19,Presencial,Quito,Arrendada,La Ferroviaria,170141
Gerardo Alicia Valverde,Peña, Tosagua, Manabí,-80.2577186,-0.7755207,203.66,Privada,Pontificia Universidad Católica del Ecuador (PUCE),9,2024,2024-A,Biología,Femenino,23,Presencial,Quito,Arrendada,Chaupicruz (La Concepcion),170104
Valentin Villalba,Escobar, La Joya de los Sachas, Orellana,-76.8611463,-0.3161424,183.91,Pública,Escuela Politécnica Nacional (EPN),7,2024,2024-A,Comunicación Social,Masculino,23,Presencial,Quito,Residencia universitaria,Lloa,170166
Begoña,Jordán, El Tambo, Cañar,-78.9133964,-2.4828078,255.51,Pública,Universidad Central del Ecuador (UCE),12,2023,2023-B,Arquitectura,Masculino,17,Presencial,Quito,Familiar,Cotocollao,170103
Macarena de,Pérez, Palora, Morona Santiago,-77.9675269,-1.6981449,175.15,Pública,Escuela Politécnica Nacional (EPN),3,2025,2025-B,Economía,Masculino,20,Presencial,Quito,Arrendada,La Concepción,170127
Sr(a). Catalina,Rodriguez, Biblián, Cañar,-78.9802821,-2.6748261,277.86,Privada,Universidad Politécnica Salesiana (UPS),4,2023,2023-A,Trabajo Social,Masculino,21,En línea,Quito,Arrendada,Benalcazar,170102
Rafael Barragán,Mesa,Jaramijó, Manabí,-80.6134583,-0.9743883,248.22,Pública,Escuela Politécnica del Ejército (ESPE),6,2023,2023-A,Tecnologías de la Información,Masculino,18,Presencial,Quito,Arrendada,Jipijapa,170137
Matilde Pineda,Erazo, Urcuquí, Imbabura,-78.1941499,0.4172921,79.22,Pública,Universidad Central del Ecuador (UCE),11,2023,2023-B,Derecho,Masculino,20,Presencial,Quito,Familiar,El Batan,170122
Sr(a). Genaro,Nuñez, Esmeraldas, Esmeraldas,-79.6523847,0.9668153,183.0,Pública,Escuela Politécnica del Ejército (ESPE),5,2025,2025-B,Ciencia de Datos,Masculino,24,Presencial,Quito,Arrendada,Quitumbe,170146
Alexander Olivia Sanchez,Escobar, La Troncal, Cañar,-79.3751632,-2.433689,264.16,Privada,Universidad San Francisco de Quito (USFQ),2,2023,2023-A,Comunicación Social,Femenino,22,Presencial,Quito,Residencia universitaria,Belisario Quevedo,170129
