nombre,apellido,ciudad,provincia,longitud,latitud,distancia,tipo_universidad,universidad,semestre,anio,periodo,carrera,genero,edad,modalidad,zona,tipo_vivienda,sector,codigo_postal
Gil del,Collado, Valencia, Los Ríos,-79.3211355,INVALID,108.72,Pública,Universidad Central del Ecuador (UCE),{BAD},2025,2025-B,Ingeniería Civil,Masculino,26,{BAD},Quito,###CORRUPT###,Condado,99999.0
Sara,,Sucúa,{BAD},-78.1727383,-2.4560109,251.46,Pública,Escuela Politécnica Nacional (EPN),4,2025,2025-A,Ingeniería en Sistemas,Masculino,19,Presencial,Quito,Familiar,Quito,170150
Jacinto de,Cabrera, Portoviejo, Manabí,-80.4534134,-1.05282,234.85,BROKEN,Universidad Internacional del Ecuador (UIDE),8,2024,2024-B,Psicología,Femenino,24,Presencial,Quito,<NULL>,Chilibulo,170131
,,,,,,,,,,,,,,,,,,,
Vicenta Arias,∞∞∞,Saquisilí, Cotopaxi,-78.7312624,-0.8359835,72.67,BROKEN,Universidad Central del Ecuador (UCE),8,2025,2025-A,Laboratorio Clínico,Femenino,25,INVALID,Quito,<NULL>,San Jose De Minas,170181
,{BAD},,,,,,,,,INVALID,,,,VAL9615,,,,,
Marina Milena,Caballero, Chordeleg, Azuay,-78.7307218,-2.9844675,308.33,BROKEN,Universidad Central del Ecuador (UCE),6,2023,2023-A,Hotelería,Femenino,???,Presencial,Quito,Arrendada,Nono,170171
Humberto,Rubio, Palora, Morona Santiago,BROKEN,-1.6981449,,Pública,Universidad Central del Ecuador (UCE),2,2099X,2024-B,,###CORRUPT###,???,,Quito,Arrendada,La Concepción,INVALID
Raimundo Anglada,Bravo, Portoviejo, Manabí,-80.4534134,VAL1702,234.85,Pública,Escuela Politécnica Nacional (EPN),5,2024,2024-A,Administración,Masculino,23,Presencial,Quito,Familiar,Santa Barbara,170117
Juanita Adela Agustí,Durán, Biblián, Cañar,-78.9802821,-2.6748261,-9999.0,,Universidad Tecnológica Equinoccial (UTE),10,2025,2025-A,BROKEN,BROKEN,21,Presencial,Quito,Arrendada,Atahualpa (Chabaspamba),170153
,BROKEN,,,,,,,,,,,NO DEFINIDA,,,,,<NULL>,,BROKEN
,Oliva,BROKEN, Orellana,-76.8611463,-0.3161424,183.91,Pública,###CORRUPT###,12,2025,2025-B,Educación Básica,Femenino,BROKEN,Presencial,Quito,Arrendada,La Floresta,170109
Johana Andrea,Vargas, Riobamba, Chimborazo,-78.6482479,-1.6732765,162.28,Pública,Universidad Central del Ecuador (UCE),11,2025,2025-A,Ingeniería Ambiental,INVALID,18,Presencial,Quito,Arrendada,La Ecuatoriana,170140
Ángel Marin,<NULL>, Atacames, Esmeraldas,-79.8790841,0.7971086,189.45,Pública,Escuela Politécnica Nacional (EPN),4,2023,2023-A,Ingeniería Química,Masculino,21,Híbrida,Quito,Propia,Santa Barbara,170117
Elena,Trejo, Loreto, Orellana,-77.3252738,-0.6471884,140.27,!ERROR!,Universidad Andina Simón Bolívar (UASB),6,2025,,Fisioterapia,Femenino,23,Presencial,BROKEN,Arrendada,BROKEN,170147
Mireia Girón,España,Ibarra, Imbabura,-78.1329448,0.5159369,92.08,Pública,Universidad Central del Ecuador (UCE),8,2025,2025-B,Turismo,Masculino,,Presencial,BROKEN,Arrendada,Nanegal,99999.0
Josefina Sofía Blanco,Figueroa, Pedernales, Manabí,@@@,0.0693259,VAL8191,Pública,Universidad Central del Ecuador (UCE),4,2023,2023-B,Odontología,Femenino,23,Presencial,Quito,Residencia universitaria,,170171
Mauro Montero,Marrero,Ibarra, Imbabura,-78.1329448,0.5159369,92.08,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Universidad Internacional del Ecuador (UIDE),8,2025,2025-A,,Masculino,17,Presencial,Quito,Familiar,Checa (Chilpa),BROKEN
Azahara Isern,Aroca, Guano, Chimborazo,-78.6578385,-1.539923,147.64,Pública,Universidad Central del Ecuador (UCE),11,2025,2025-A,Gastronomía,No binario,20,Presencial,Quito,Familiar,Nanegal,170168
María Luisa,Palacios, La Joya de los Sachas, Orellana,-76.8611463,-0.3161424,183.91,Pública,Escuela Politécnica Nacional (EPN),1,2024,2024-B,Odontología,Femenino,22,Presencial,Quito,Arrendada,El Inca,170124
Felipe Gael,Coronel,Arenillas, El Oro,-80.0974316,-3.5859238,413.63,!ERROR!,Universidad Central del Ecuador (UCE),12,2025,2025-A,Derecho,Masculino,24,Presencial,,Arrendada,Pedro Vicente Maldonado,170173
###,,,,VAL5839,,{BAD},,,,,,,,,,,,{BAD},
BROKEN,Quezada,Manta,<script>,-80.7191006,-0.9485853,258.39,Pública,Universidad Central del Ecuador (UCE),8,2025,2025-B,Publicidad,Masculino,19,Presencial,Quito,Familiar,Rumipamba,170147
Víctor Carla,Carrasco, La Maná, Cotopaxi,@@@,-0.7841908,90.66,Privada,Pontificia Universidad Católica del Ecuador (PUCE),6,2025,2025-A,Enfermería,Femenino,22,Presencial,Quito,Residencia universitaria,Chaupicruz (La Concepcion),170104
Vicente Alberto,,Ibarra, Imbabura,-78.1329448,0.5159369,92.08,Pública,Universidad Central del Ecuador (UCE),9,2024,2024-A,∞∞∞,Femenino,20,BROKEN,Quito,Arrendada,El Salvador,170106
Thiago Ezequiel,Fernandez, Archidona, Napo,-77.955042,-0.7160712,<NULL>,Pública,Universidad Central del Ecuador (UCE),10,2024,2024-B,Matemáticas,Masculino,20,INVALID,Quito,Arrendada,Lloa,170166
Orlando Pérez,Pérez, Calceta, Manabí,-80.1640382,-0.8480934,196.48,Privada,Universidad Tecnológica Equinoccial (UTE),1,2023,2023-B,Educación Inicial,Masculino,17,Presencial,Quito,Familiar,Atahualpa (Chabaspamba),VAL9707
Bianca Rosario Gonzalez,Alvarez,Arenillas, El Oro,-80.0974316,-3.5859238,413.63,Privada,Universidad San Francisco de Quito (USFQ),2,2024,2024-B,Periodismo,Masculino,19,Presencial,Quito,<NULL>,Benalcazar,170102
744870,<NULL>, Catamayo, Loja,-79.403789,-3.9912144,430.86,,±§¶,3,2025,2025-A,Administración,<NULL>,25,Presencial,Quito,Familiar,BROKEN,170109
,,,,,,,,,,,,,,,,,,,
Dante Juan Manuel Ponce,Ortiz,Saraguro, Loja,-79.3063889,-3.5269465,378.14,Pública,Escuela Politécnica Nacional (EPN),4,2025,2025-A,Ingeniería Biomédica,Masculino,17,Presencial,Quito,Arrendada,San Antonio,170180
Coral,Guerrero,@@@, Manabí,-80.744524,-1.5440814,288.55,Pública,###CORRUPT###,7,VAL6690,2025-B,Física,Masculino,22,Presencial,Quito,Familiar,Gonzalez Suarez,170107
Zaida Águila,Vélez,∞∞∞, Los Ríos,-79.766045,-1.5235263,201.08,Pública,###CORRUPT###,7,2025,2025-A,Física,Prefiere no decir,,INVALID,Quito,Propia,La Floresta,170109
Andrey Jhon,Guevara,Montecristi, Manabí,-80.6606834,-1.0504072,256.09,{BAD},Universidad Central del Ecuador (UCE),9,2024,2024-B,Artes Visuales,Masculino,20,Híbrida,Quito,Arrendada,Mindo,170167
∞∞∞,,,,,,,,,,,,,,,,,,,
Andrés Luis,, Ambato, Tungurahua,-78.6287594,-1.2422413,INVALID,Pública,Universidad Central del Ecuador (UCE),0,2023,2023-A,Odontología,Masculino,19,Presencial,Quito,BROKEN,Iñaquito,170135
Dr(a). Lautaro,###CORRUPT###, San Miguel, Bolívar,-79.127262,-1.8120574,189.75,Privada,Universidad de las Américas (UDLA),10,2025,2025-B,Ingeniería Química,Masculino,17,Presencial,Quito,,Belisario Quevedo,170129
,,816359,,,,,,,,,,,,,,,<NULL>,,
Sr(a). Paola,Garibay,, El Oro,-79.7625976,-3.3234936,372.0,Privada,Universidad Tecnológica Indoamérica (UTI),2,2023,2023-A,Marketing,Masculino,22,En línea,Quito,<NULL>,Chillogallo,170105
Pastora de,Corral,∞∞∞, Manabí,-80.4534134,-1.05282,234.85,Pública,Escuela Politécnica del Ejército (ESPE),10,2023,2023-A,Comunicación Social,Femenino,22,Presencial,Quito,BROKEN,Iñaquito,170135
Coral de,Planas, Santa Lucía, Guayas,-80.0426304,-1.7145863,237.82,Pública,Universidad Central del Ecuador (UCE),0,,2023-B,Ingeniería Biomédica,Masculino,26,Presencial,Quito,@@@,Pomasqui,170177
Wendolin Ilse Alcaraz,Corona, Santo Domingo, Santo Domingo de los Tsáchilas,-79.1686724,-0.2546212,73.08,Privada,Pontificia Universidad Católica del Ecuador (PUCE),6,2023,2023-A,Enfermería,Masculino,18,Presencial,Quito,Arrendada,Cotocollao,170103
,Valle,Yantzaza, Zamora Chinchipe,-78.7376344,-3.7146811,389.38,Privada,Universidad San Francisco de Quito (USFQ),1,2025,2025-B,NO DEFINIDA,Masculino,17,Presencial,Quito,Arrendada,Atahualpa (Chabaspamba),###CORRUPT###
Jacinto Lilia Benavídez,Tamez, Cotacachi, Imbabura,-78.4507013,0.3955234,###CORRUPT###,Pública,Escuela Politécnica del Ejército (ESPE),12,2023,2023-A,Derecho,Masculino,21,Presencial,Quito,Arrendada,Llano Chico,170165
Camilo Emilio,Cotto,@@@, Morona Santiago,-78.1175466,-2.3046252,235.9,Pública,,12,@@@,2025-B,NO DEFINIDA,Masculino,20,Presencial,Quito,Arrendada,Nayón,170170
Bautista Torres,Fernandez, La Troncal, Cañar,-79.3751632,-2.433689,264.16,Pública,Universidad Central del Ecuador (UCE),2,2023,2023-A,Ingeniería Agronómica,Femenino,17,<NULL>,@@@,Arrendada,Cotocollao,170103
Mauricio Javier Vásquez,<NULL>, Lomas de Sargentillo, Guayas,-80.0789495,-1.8348374,250.14,BROKEN,Universidad Central del Ecuador (UCE),5,2025,2025-B,Turismo,Femenino,21,Presencial,Quito,Familiar,San Jose De Minas,170181
Albert Ferrández,Pinilla,Yantzaza, Zamora Chinchipe,-78.7376344,-3.7146811,389.38,Pública,Universidad Central del Ecuador (UCE),8,2024,2024-B,Diseño Industrial,Femenino,21,###CORRUPT###,Quito,Arrendada,Itchimbia,170136
,###CORRUPT###,San Vicente, Manabí,-80.3761409,-0.4373946,208.65,Pública,Universidad Central del Ecuador (UCE),2,2023,###CORRUPT###,Fisioterapia,Masculino,18,Presencial,Quito,{BAD},El Quinche,170160
Ing. Adalberto,Rendón,Quinsaloma, Los Ríos,-79.3468998,-1.1460552,138.6,Privada,BROKEN,8,2025,2025-A,,Femenino,18,En línea,Quito,Arrendada,Benalcazar,170102
Vicente,Gonzalez,Machachi,@@@,-78.6516915,-0.4984774,34.61,Pública,Universidad Central del Ecuador (UCE),2,2024,INVALID,Derecho,Femenino,17,@@@,Quito,Familiar,La Ecuatoriana,170140
Lic. Esmeralda,Montero,<NULL>, Los Ríos,-79.4750201,{BAD},184.28,Pública,Universidad Central del Ecuador (UCE),<NULL>,2024,2024-A,Psicopedagogía,BROKEN,21,Presencial,Quito,Familiar,La Concepción,170127
Alfonsina Chavez,Torres, Palestina, Guayas,-79.9273316,-1.6318981,222.24,Pública,Escuela Politécnica del Ejército (ESPE),1,2024,2024-A,Psicología Clínica,Masculino,18,Presencial,Quito,Familiar,INVALID,170109
,,,###CORRUPT###,,,,,,,,,,,,,,BROKEN,,
Rosalia Arturo Barraza,Magaña,Salitre, Guayas,INVALID,-1.8289209,230.42,Privada,Universidad Internacional del Ecuador (UIDE),11,2024,2024-B,Comunicación Social,Masculino,150,Presencial,Quito,Arrendada,Centro Historico,VAL8242
Sr(a). Lautaro,Gonzalez, Urcuquí, Imbabura,-78.1941499,0.4172921,79.22,Pública,Universidad Central del Ecuador (UCE),0,2023,2023-A,Ingeniería Mecánica,Femenino,22,###,Quito,Arrendada,@@@,###CORRUPT###
Fortunata Pi,Tamarit, La Libertad, Santa Elena,-80.9077647,-2.2208117,346.98,Pública,Escuela Politécnica del Ejército (ESPE),7,2025,2025-A,,Masculino,{BAD},Híbrida,Quito,Arrendada,San Blas,170113
###CORRUPT###,Ruiz,<NULL>, Esmeraldas,-78.6869333,0.9850634,135.41,Pública,Universidad Central del Ecuador (UCE),1,2023,2023-B,Comunicación Social,Femenino,99999.0,Presencial,Quito,Familiar,La Vicentina,170112
###CORRUPT###,Bravo, La Maná, Cotopaxi,-79.1010573,-0.7841908,90.66,Pública,Escuela Politécnica del Ejército (ESPE),12,2024,XX-XX,Laboratorio Clínico,Masculino,ERR,Presencial,Quito,Familiar,Cochapamba,170132
INVALID,Magaña, Tabacundo, Pichincha,-78.2216436,0.048201,43.99,Pública,Universidad Central del Ecuador (UCE),10,2024,2024-A,679952,Femenino,21,Presencial,Quito,,Pedro Vicente Maldonado,170173
África Hilda Rico,Marín,Puyo, Pastaza,-77.9969666,-1.4854777,151.92,Privada,Pontificia Universidad Católica del Ecuador (PUCE),8,2024,2024-B,Diseño Gráfico,Femenino,21,Presencial,Quito,Arrendada,Checa (Chilpa),170159
Édgar Gallardo,Tur,Quinsaloma, Los Ríos,-79.3468998,200,138.6,@@@,Universidad Central del Ecuador (UCE),INVALID,2025,2025-A,NO DEFINIDA,Femenino,25,Presencial,Quito,Arrendada,Cotocollao,170103
Ing. José Luis,Cavazos, Cumandá, Chimborazo,-79.103584,INVALID,230.91,Pública,Universidad Andina Simón Bolívar (UASB),5,2024,2024-A,Diseño Industrial,Masculino,25,Presencial,Quito,Arrendada,Quito,170150
Ing. Darío,Amaya,Sucúa, Morona Santiago,-78.1727383,BROKEN,251.46,Pública,Escuela Politécnica Nacional (EPN),4,2024,2024-B,Laboratorio Clínico,Femenino,21,Presencial,Quito,Residencia universitaria,La Concepción,170127
262812,Chavarría,@@@, Manabí,-79.5741548,-0.4809541,121.58,Pública,,2,BROKEN,2023-A,Tecnologías de la Información,Femenino,17,Presencial,Quito,Arrendada,Iñaquito,170135
XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Valle, Santo Domingo, Santo Domingo de los Tsáchilas,-79.1686724,{BAD},73.08,Privada,Pontificia Universidad Católica del Ecuador (PUCE),1000000000000.0,2025,2025-B,Trabajo Social,Masculino,19,En línea,Quito,Familiar,Checa (Chilpa),170159
@@@,Hurtado, Cotacachi, Imbabura,-78.4507013,0.3955234,68.8,Pública,INVALID,10,2024,2024-A,BROKEN,Femenino,22,Presencial,Quito,Familiar,,170141
Lucía Valentino,Gomez, Baños de Agua Santa, Tungurahua,-78.4402276,-1.417407,133.37,Pública,Universidad Central del Ecuador (UCE),7,2025,XX-XX,Ingeniería Petroquímica,Femenino,25,Presencial,Quito,Arrendada,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,170113
Dante Camila,Romero,###CORRUPT###, El Oro,-80.0974316,-3.5859238,413.63,Pública,Universidad Central del Ecuador (UCE),3,2023,INVALID,Nutrición,Masculino,19,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Quito,Arrendada,Gualea,170161
Sr(a). Bianca,Castillo,Quinsaloma, Los Ríos,-79.3468998,-1.1460552,138.6,Pública,Universidad Central del Ecuador (UCE),7,2023,2023-A,Enfermería,Femenino,22,Presencial,Quito,,Puellaro,170178
Pío Torre,Bayón,, Guayas,-80.0983887,-2.2895167,289.88,Privada,Pontificia Universidad Católica del Ecuador (PUCE),12,2023,2023-B,Arquitectura,###,24,BROKEN,Quito,Arrendada,Las Cuadras,170128
<script>,Montalbán,San Vicente,287159,INVALID,-0.4373946,208.65,Pública,Escuela Politécnica Nacional (EPN),10,<NULL>,2025-A,Marketing,Femenino,1000000000000.0,Presencial,Quito,Arrendada,Zàmbiza,170186
,,,,,,,,<script>,,,,,,,,,,,###CORRUPT###
Ibán Efraín Carmona,Sanjuan,, Guayas,-79.3904646,-2.1590388,236.66,243236,Escuela Politécnica Nacional (EPN),9,2023,,Finanzas,Femenino,22,Presencial,Quito,Residencia universitaria,Gualea,170161
Camilo Luis,Saavedra,Piñas, El Oro,INVALID,-3.7106809,413.02,Privada,Universidad Tecnológica Equinoccial (UTE),12,2025,2025-B,Nutrición,Masculino,19,Presencial,Quito,Residencia universitaria,Chaupicruz (La Concepcion),170104
Remedios,Vallejo,Caluma, Bolívar,-79.1963263,-1.5976675,,Privada,,5,<NULL>,2025-A,Criminología,{BAD},19,Presencial,Quito,###CORRUPT###,Benalcazar,170102
Cristina,Ramírez,Tena, Napo,-78.1083981,-0.9438718,92.16,Privada,Universidad Politécnica Salesiana (UPS),1,2025,2025-A,Trabajo Social,Masculino,19,Presencial,Quito,Familiar,Benalcazar,170102
Guillermo Montes,Ávila, Cumandá, Chimborazo,-79.103584,-2.2108666,-50,Pública,Escuela Politécnica del Ejército (ESPE),4,2023,2023-A,Medicina,Masculino,18,Presencial,Quito,Arrendada,San Bartolo,170148
Ariadna Rodolfo Cisneros,Montez, Pedro Vicente Maldonado, Pichincha,-79.0400619,0.1612052,72.4,Pública,<NULL>,7,2024,2024-A,INVALID,Masculino,19,{BAD},Quito,Familiar,San Jose De Minas,170181
Juanita Bilbao,Crespi,Saraguro, Loja,-79.3063889,-3.5269465,378.14,Pública,Escuela Politécnica Nacional (EPN),8,@@@,2024-A,Ciencia de Datos,Femenino,21,BROKEN,Quito,BROKEN,La Vicentina,170112
Carlos,Jaramillo,Salinas, Santa Elena,99999.0,-2.2612497,351.24,Pública,Escuela Politécnica del Ejército (ESPE),3,2025,2025-A,323324,Masculino,24,Presencial,Quito,Arrendada,Santa Prisca,170118
Emilia María del Carmen,Sotelo, Balsas, El Oro,-79.831096,-3.7742179,421.48,Pública,Universidad Central del Ecuador (UCE),7,2024,2024-A,@@@,Masculino,23,BROKEN,@@@,Arrendada,Perucho,170174
Araceli,{BAD}, Coronel Marcelino Maridueña, Guayas,-79.3861649,-2.2333628,244.02,Pública,Escuela Politécnica del Ejército (ESPE),7,2023,2023-A,{BAD},Masculino,BAD,407131,Quito,Familiar,Cochapamba,170132
Benjamin Rivero,Juarez,Simón Bolívar, Guayas,-79.4218634,-2.0424101,226.45,Pública,Universidad Central del Ecuador (UCE),12,2023,2023-B,Ingeniería en Sistemas,Femenino,19,Presencial,Quito,Familiar,La Concepción,<NULL>
José Arturo,Mejía,INVALID, Esmeraldas,-78.6869333,0.9850634,135.41,Pública,∞∞∞,6,2024,2024-B,Psicología Clínica,Masculino,24,Presencial,Quito,Familiar,Nanegal,170168
Esteban Elsa,Aguirre,!ERROR!,BROKEN,-80.4199056,-0.7326786,219.63,Privada,Pontificia Universidad Católica del Ecuador (PUCE),12,2025,2025-B,Psicopedagogía,Femenino,29,Presencial,Quito,Familiar,Benalcazar,170102
Fabián Saez,Aragonés,Saraguro, Loja,INVALID,<NULL>,378.14,Pública,Universidad Central del Ecuador (UCE),10,2023,2023-B,Contabilidad,<NULL>,22,Presencial,Quito,BROKEN,Puembo,170179
Lourdes Rebeca,Esquibel,Sucúa, Morona Santiago,-78.1727383,-2.4560109,251.46,Pública,Universidad Central del Ecuador (UCE),9,2025,2025-A,Derecho,Masculino,23,###,Quito,Arrendada,Gonzalez Suarez,170107
Hernando Perdomo,Ramos, Huaca,{BAD},-77.727333,0.7987391,143.02,{BAD},Universidad de las Américas (UDLA),2,2025,2025-A,Tecnologías de la Información,Masculino,25,BROKEN,Quito,Arrendada,Alfaro (Chimbacalle),170101
Sr(a). Genaro,Nuñez, Esmeraldas, Esmeraldas,-79.6523847,0.9668153,183.0,Pública,###CORRUPT###,5,2025,XX-XX,Ciencia de Datos,Masculino,24,Presencial,Quito,Arrendada,Quitumbe,170146
Delfina Carrizo,Herrera, San Miguel de Salcedo, Cotopaxi,-78.5907824,-1.043699,91.99,Privada,Universidad San Francisco de Quito (USFQ),1,2023,2023-B,!ERROR!,Femenino,21,Presencial,Quito,Arrendada,Calderon (Carapungo),170155
Elena,Villamil, Pimampiro, Imbabura,-77.9402742,0.393298,93.27,Pública,Universidad Central del Ecuador (UCE),10,VAL4409,2024-B,Fisioterapia,Masculino,19,###CORRUPT###,Quito,Arrendada,La Floresta,170109
Diana,Erazo, Huaca,###CORRUPT###,-77.727333,0.7987391,143.02,Pública,Escuela Politécnica del Ejército (ESPE),8,@@@,2024-B,Trabajo Social,Femenino,18,Presencial,Quito,INVALID,Condado,170134
Tomàs Maria Guadalupe Gimenez,Gomez,Latacunga, Cotopaxi,-78.6145758,-0.9340311,80.19,±§¶,BROKEN,###CORRUPT###,2023,2023-B,Psicopedagogía,Femenino,28,{BAD},Quito,Arrendada,Puerto Quito,
Carmina Sonia Silva,Canales, Velasco Ibarra,,-79.8779821,-2.2843364,275.19,Pública,Universidad Central del Ecuador (UCE),11,2025,2025-A,Ciencia de Datos,Masculino,,Presencial,Quito,Familiar,Puellaro,170178
Inocencio del,Prado,Saquisilí, Cotopaxi,-78.7312624,-0.8359835,72.67,Pública,Universidad Central del Ecuador (UCE),4,2025,2025-A,Comercio Exterior,Masculino,20,<NULL>,Quito,Propia,La Magdalena,170111
Jesús Beltrán,León, San Gabriel, Carchi,-77.835319,0.598485,118.12,Pública,Escuela Politécnica Nacional (EPN),7,2025,2025-B,Educación Física,Femenino,20,Presencial,Quito,Arrendada,Las Cuadras,###CORRUPT###
Aurora,Garibay, Catamayo, Loja,-79.403789,,430.86,Pública,818535,9,2023,2023-B,!ERROR!,Femenino,20,Presencial,Quito,BROKEN,INVALID,170133
Aida,Corrales,BROKEN, Cotopaxi,-78.8559205,-1.0077046,95.54,,Escuela Politécnica del Ejército (ESPE),5,2023,2023-B,Ingeniería Industrial,Masculino,17,∞∞∞,Quito,Arrendada,Quitumbe,@@@
,Costa, El Tambo, Cañar,,-2.4828078,255.51,Pública,Escuela Politécnica Nacional (EPN),,2023,2023-B,Negocios Internacionales,Femenino,ERR,Presencial,Quito,Familiar,Guayllabamba,
Dr. Hernán,Casanova, Atacames, Esmeraldas,<NULL>,0.7971086,189.45,Pública,Escuela Politécnica del Ejército (ESPE),5,2025,2025-B,Comercio Exterior,Femenino,18,Presencial,Quito,Arrendada,San Marcos,<NULL>
África Acero,,Loja,###CORRUPT###,-79.2016661,-3.996845,426.87,Pública,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,8,2024,2024-A,Psicopedagogía,Masculino,20,###CORRUPT###,Quito,Familiar,Guapulo,170108
@@@,Bartolomé, Mocache, Los Ríos,-79.5512661,-1.1979,BROKEN,,Escuela Politécnica del Ejército (ESPE),1,2023,2023-B,@@@,<NULL>,23,Presencial,Quito,Familiar,Nono,170171
Alma Jazmin,Fernandez, General Villamil, Guayas,-80.4261454,-2.5937913,338.99,Pública,Escuela Politécnica del Ejército (ESPE),5,2023,2023-A,Periodismo,{BAD},20,Presencial,@@@,Arrendada,Tababela,170183
,<NULL>,,,,@@@,,,,,,,,,,∞∞∞,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,
Edelmira Herrera,Cortina, Catamayo, Loja,-79.403789,-3.9912144,430.86,Privada,Pontificia Universidad Católica del Ecuador (PUCE),11,@@@,2024-B,Matemáticas,Masculino,25,Presencial,Quito,Arrendada,Alfaro (Chimbacalle),170101
Loida,Prada-Paredes, Atacames, Esmeraldas,-79.8790841,0.7971086,189.45,Privada,Universidad de las Américas (UDLA),4,2025,2025-A,Educación Física,{BAD},20,Presencial,Quito,Familiar,Carcelen,170120
Emilia Martinez,Ramirez,Saquisilí, Cotopaxi,-78.7312624,200,72.67,Pública,Escuela Politécnica Nacional (EPN),10,2025,2025-A,Psicología Clínica,{BAD},20,BROKEN,Quito,Arrendada,La Ferroviaria,170141
Lucía,Agudelo,@@@, Chimborazo,-78.5425997,-1.74403,{BAD},Privada,Universidad de las Américas (UDLA),9,2023,2023-A,Ingeniería Automotriz,Masculino,23,Presencial,Quito,Arrendada,<NULL>,170129
Onofre Heras,Isern, Archidona, Napo,-77.955042,-0.7160712,82.95,Privada,Universidad Tecnológica Equinoccial (UTE),6,2025,2025-B,Ingeniería Química,Femenino,18,Presencial,Quito,{BAD},###CORRUPT###,170159
Agustín Luna,<NULL>, Shushufindi, Sucumbíos,-76.5906945,@@@,213.81,Pública,Escuela Politécnica Nacional (EPN),9,2023,2023-A,Gastronomía,Femenino,18,Presencial,Quito,Residencia universitaria,Villaflora,170119
Mauro Ramón,Quiroz, El Pangui, Zamora Chinchipe,-78.5473049,-3.6253506,378.66,Pública,Universidad Central del Ecuador (UCE),6,2025,2025-B,Ingeniería Automotriz,Masculino,20,Presencial,Quito,{BAD},,170165
Evelio Casares,Reyes, Cumandá, Chimborazo,-79.103584,###CORRUPT###,@@@,Pública,Universidad Central del Ecuador (UCE),8,2025,2025-A,<NULL>,±§¶,20,Presencial,Quito,Familiar,Nanegalito,170169
###CORRUPT###,Gomez, Puerto López, Manabí,-80.744524,-1.5440814,288.55,±§¶,Escuela Politécnica del Ejército (ESPE),4,2025,2025-B,,Masculino,19,Presencial,Quito,Familiar,Puengasi,170145
Felipe Juarez,Rios, La Troncal, Cañar,INVALID,-2.433689,264.16,Pública,Universidad Central del Ecuador (UCE),0,2024,2024-A,Ingeniería Ambiental,Masculino,22,Presencial,Quito,Arrendada,@@@,170182
Lucas Martin,Castro, Atacames, Esmeraldas,-79.8790841,0.7971086,189.45,Privada,###CORRUPT###,,2024,2024-A,Ingeniería Química,Femenino,18,Presencial,Quito,Familiar,Benalcazar,170102
Mónica Paola,Delgado, Ambato, Tungurahua,-78.6287594,-1.2422413,114.38,Pública,Universidad Central del Ecuador (UCE),2,2025,2025-A,Administración,Masculino,23,Híbrida,,,Ponceano,170144
###,Clemente, Camilo Ponce Enríquez, Azuay,-79.5630363,-2.9640696,326.69,,Universidad Central del Ecuador (UCE),11,2023,2023-B,Física,Femenino,ERR,Presencial,Quito,Familiar,Guamani,170126
Luz,Gaitán,Babahoyo, Los Ríos,-79.5068917,-1.8762599,214.79,Pública,Universidad Andina Simón Bolívar (UASB),11,2023,2023-A,Marketing,Masculino,27,INVALID,Quito,Arrendada,La Concepción,170127
Ing. Paola,Romero, Santa Ana, Manabí,,-1.1944701,VAL5806,Pública,###,4,2024,2024-A,Ingeniería Industrial,Masculino,150,Presencial,Quito,Residencia universitaria,La Libertad,170110
Agustín,Correa,Manta, Manabí,-80.7191006,-0.9485853,258.39,Pública,Universidad Andina Simón Bolívar (UASB),???,2023,,{BAD},Masculino,24,Presencial,Quito,Familiar,Tumbaco,170184
Irma Amalia,Miramontes,{BAD}, Manabí,{BAD},-0.7326786,219.63,Pública,Universidad Central del Ecuador (UCE),2,2023,2023-A,Enfermería,Masculino,20,Presencial,Quito,Arrendada,Mindo,INVALID
Ángel,Palomo, Pedernales, Manabí,-79.8451737,BROKEN,151.66,INVALID,Universidad Central del Ecuador (UCE),3,2025,2025-A,Derecho,Masculino,19,Presencial,Quito,Arrendada,@@@,170136
Benicio,Barrios, Santa Ana, Manabí,-80.2631268,-1.1944701,222.78,Pública,Escuela Politécnica del Ejército (ESPE),9,2025,2025-A,Química,Masculino,@@@,Presencial,Quito,Arrendada,Nanegal,170168
María Valderrama,Báez,<NULL>, Manabí,###CORRUPT###,-1.1944701,222.78,Pública,Universidad Central del Ecuador (UCE),3,2023,2023-B,Marketing,Masculino,20,En línea,###CORRUPT###,Propia,San Isidro Del Inca,{BAD}
Maximo,Rivero, General Villamil, Guayas,-80.4261454,-2.5937913,338.99,Pública,Escuela Politécnica del Ejército (ESPE),6,2024,2024-A,BROKEN,Masculino,,Presencial,Quito,Familiar,Las Cuadras,<NULL>
